,Sent,Received 1 Low,Received 1 High,Received 2 Low,Received 2 High,Received 3 Low,Received 3 High,Received 4 Low,Received 4 High,Received 5 Low,Received 5 High
268,(0.6708203932499369+0.22360679774997896j),(0.458329475876653+0.3864967421394474j),(0.5137728171893509+0.3983364866804065j),(0.5041060521165972+0.4383258662775308j),(0.4852723597573504+0.46141016585329275j),(0.32240575122272913+0.7302054928877346j),(0.2811835843261172+0.7305232069738519j),(0.19478340466033256+0.6050583170815285j),(-0.030527990409251582+0.6777698925156884j),(-0.2082466705037099+0.7495772564814025j),(-0.07425468699479942+0.6769126935511005j)
269,(1.118033988749895-0.22360679774997896j),(1.0835901861160115+0.011815095501545206j),(1.1421648294183913+0.16853731589779586j),(1.1436708976693784+0.33787954410997123j),(1.133151515023824+0.23444518605465758j),(0.9670255496879592+0.7745818228285605j),(0.9882126897490366+0.577713149127406j),(0.7932646631185929+0.8959568151673714j),(0.6694898320366752+0.9758278088621164j),(0.5576071306682988+1.0961044467583876j),(0.4952984805790081+1.0379966071068216j)
270,(0.6708203932499369-0.6708203932499369j),(0.7401366031414731-0.5782012211534905j),(0.8387654367496108-0.5536539143257764j),(1.028346552937401-0.3319578747536222j),(0.8812673679104-0.2550937560030338j),(1.0867454169937782-0.09907740529587679j),(0.9284761371502928+0.05173623478094139j),(0.894776995402934+0.35649451264392873j),(0.9316716032035999+0.2864205905852802j),(0.8359250406873996+0.4650270643321147j),(0.84819442949806+0.4821294867205694j)
271,(0.6708203932499369-1.118033988749895j),(1.0462896320531379-0.8891325257787546j),(0.9598119423317656-0.9016348265626373j),(1.0377092086838609-0.7425711785342484j),(1.1306902316389684-0.7494389360835847j),(1.2932399739376579-0.3755842542284126j),(1.2599718168628102-0.3132514480027142j),(1.328956471443569+0.1582478760485344j),(1.2376474516569986+0.1216452189277742j),(1.2077406102516868+0.3221141990257026j),(1.2840504700908677+0.38217996516099495j)
272,(0.6708203932499369-0.22360679774997896j),(0.6293180993495542-0.037120607569168546j),(0.742724436136833-0.0035800991518120315j),(0.6439074210285589+0.15670801709479343j),(0.7142314068740109+0.04384832591455826j),(0.6226294823305673+0.30580208842175266j),(0.6492825873354047+0.32024618774261004j),(0.5039414303435593+0.4479858553890045j),(0.5297114883771827+0.4749762955927819j),(0.49671895943533784+0.5698274274307716j),(0.39207417737418937+0.6399749795916181j)
273,(0.6708203932499369+0.22360679774997896j),(0.5395828911922564+0.2890166770493229j),(0.5769980456389234+0.40537786588921254j),(0.45342584607289765+0.4245121644426736j),(0.5216826731525099+0.4636223411254j),(0.39001597779500574+0.5567708563036025j),(0.3300208050461956+0.5976906113926623j),(0.019659772773206748+0.6685840084034134j),(-0.0025149132364636895+0.7193428988408456j),(0.11293786430934932+0.6675454380687199j),(-0.08566015373925012+0.7916307610399584j)
274,(1.118033988749895-0.6708203932499369j),(1.269308475451016-0.3346427631005105j),(1.3130098808574593-0.379899995520916j),(1.40207314793386-0.22157828564516474j),(1.3426237091376356-0.1894891133303152j),(1.1940837812242326+0.3065412485511589j),(1.2281195215581717+0.21606567359086534j),(1.030206859094907+0.6908437133186894j),(1.1025375636570591+0.7052281811821466j),(0.859449343882307+0.9204612796313658j),(1.010767337530464+0.8983990143691453j)
275,(0.22360679774997896-0.6708203932499369j),(0.48559746463694015-0.44441680361483593j),(0.4422253116198845-0.5659822352081787j),(0.5019075864292638-0.44501823461912127j),(0.48000257368015-0.5162814763134412j),(0.6491866523825669-0.29359000735479596j),(0.6558784392293473-0.31986926292894097j),(0.7150350166830652-0.17705559191810505j),(0.7178895299502811-0.08014487247446447j),(0.6627773884625466-0.11227273477581726j),(0.8656769680621935+0.12861460992675536j)
276,(0.6708203932499369-0.22360679774997896j),(0.6789421217185578-0.14620876485663847j),(0.7545913253290282-0.008236757516843024j),(0.5611828138489657+0.07721006608460197j),(0.6764165059223006+0.03226631296473716j),(0.6798240842116318+0.2780960149425269j),(0.6931998346869358+0.26470450186200994j),(0.4846354082519063+0.587306259370111j),(0.5342572762938886+0.5391142017582529j),(0.44554287846156615+0.5643783183040939j),(0.3215921355115976+0.6093306491220277j)
277,(1.118033988749895-0.6708203932499369j),(1.2970200763458333-0.32126205426969956j),(1.2986127851302747-0.31592701516142413j),(1.2060856712958332-0.29367477379032736j),(1.2869621355720244-0.15610324805129022j),(1.26579335159404+0.3014258432620809j),(1.2873185062944998+0.31365116303256835j),(1.078154315863419+0.6081205675444525j),(1.1439085662240671+0.6703866140479502j),(0.9930344780349679+0.964454249989036j),(0.9390517116972891+0.9058837790619952j)
278,(1.118033988749895-0.6708203932499369j),(1.249958441733377-0.38244709921752557j),(1.3091409821025115-0.3097147684450678j),(1.4473242669659225-0.04939377018051355j),(1.2772737721961658-0.20846798744704292j),(1.2227818997803286+0.3747374303218113j),(1.296225840371292+0.25690070724392233j),(1.1543851996366779+0.770846365286112j),(1.0272761574481104+0.659522769229106j),(1.0188325597509325+0.9226528056018625j),(1.0073386281709806+0.875629212780665j)
279,(-0.6708203932499369-1.118033988749895j),(-0.4294354137842654-1.3001770866832671j),(-0.24227979752072026-1.1947883713462055j),(-0.08758854618420267-1.2133297628957613j),(-0.11468959455561825-1.3667029644602722j),(0.3702746151059081-1.3694195074162094j),(0.27030440985466425-1.3400570954306263j),(0.8097771326047069-1.1014618482689915j),(0.681626190142063-1.045253534479079j),(0.821849071104856-0.8987019062149053j),(0.90669750248132-0.88192963583818j)
280,(1.118033988749895-0.22360679774997896j),(1.0351301614503206+0.027709205418292665j),(1.1294947864073779+0.08002170676605397j),(1.0587524552170606+0.3639251863201211j),(1.1139111316099206+0.257995655032558j),(0.9408421786742122+0.7166691027917822j),(0.9450145278824567+0.6265150505289241j),(0.5902701181271091+0.9693884838267777j),(0.7192235703524076+0.869079987031301j),(0.6300196731889166+1.0348503013365646j),(0.48489995103381156+0.9696847612289264j)
281,(1.118033988749895-0.22360679774997896j),(1.2218048821333196+0.20200106026426767j),(1.0691729182871847+0.09031791939977123j),(1.144037541687947+0.1843629441336717j),(1.1674380178830552+0.27243110723292197j),(1.0294349695500697+0.7365521005655693j),(0.9971982957854175+0.6528824672622175j),(0.5750060183166975+0.9763090784276934j),(0.6782731926448039+0.8860319629720035j),(0.460608341985294+0.9369962234764484j),(0.4271123769039359+1.0783222829258834j)
282,(-0.22360679774997896-0.22360679774997896j),(-0.0827073597182191-0.31802499419963026j),(-0.13358711358138506-0.1323501306235347j),(-0.247770951250534-0.31832246079901405j),(-0.08650070974559824-0.2580262145441484j),(-0.057918142920462296-0.3124224149422369j),(0.023008013213837112-0.2856341855446674j),(0.055647597386600904-0.17963482156633803j),(0.12640725285840146-0.3195944681768639j),(0.266371988388472-0.1114463826272041j),(0.19344840153904463-0.1544511634283683j)
283,(-0.22360679774997896+0.22360679774997896j),(-0.2677870656530102+0.18091883797485145j),(-0.3070609156722176+0.20368490038460862j),(-0.24011741733043002-0.031726028599350184j),(-0.2933257208367182+0.13513898487630183j),(-0.32309107495912587+0.03634348557007645j),(-0.2977168665505728-0.0807085140298959j),(-0.24928831546336927-0.1641714161006999j),(-0.19813940959720322-0.10614924521781338j),(-0.20473054966756465-0.13266032402848751j),(-0.31857438507548413-0.16807180091824264j)
284,(1.118033988749895+0.22360679774997896j),(1.0994547416417633+0.4870112332657059j),(1.0147083184978116+0.544046007530919j),(0.8895832607657885+0.7073664899564572j),(0.8648571386359939+0.7285445643847865j),(0.6547242418710089+0.9169183683097257j),(0.6344629729400985+0.9397592725130753j),(0.3272383933020244+1.047355202855378j),(0.24038139945340017+1.102068428574602j),(0.10890852297045517+0.9933165543916982j),(0.015549472448986544+1.1751991244593523j)
285,(-0.6708203932499369+1.118033988749895j),(-0.9534908384681472+0.896720714746224j),(-0.9716397316113103+0.8418040043584414j),(-1.0477876644277775+0.6616934647917854j),(-1.1016683606056563+0.7332558131813643j),(-1.2086308972595528+0.44174327335876945j),(-1.3776495793612134+0.2609371400593169j),(-1.3676310452322784+0.0019514673483983502j),(-1.377024862943291-0.09704275564568707j),(-1.1242895470593715-0.28011938735323694j),(-1.1872885624442782-0.3494939882845217j)
286,(1.118033988749895-0.22360679774997896j),(1.0812134698739022+0.03283941943084198j),(1.1392175379484915+0.13360640515830746j),(1.075769635271753+0.2948059027822463j),(1.1008404749640839+0.2973548324366667j),(0.8668615028490341+0.7342385947518602j),(0.9219829746720533+0.6777211494590611j),(0.6543466762950219+0.9219360136854031j),(0.7389854780708817+0.9106817574273092j),(0.43651763633832524+1.0118080732396448j),(0.4209054088413715+1.0186994726306884j)
287,(-0.22360679774997896+0.6708203932499369j),(-0.5175192314477925+0.41748692494343553j),(-0.38912655845314126+0.5871850063545081j),(-0.4578616810895919+0.44881667460577823j),(-0.39761252613696957+0.5083729574680903j),(-0.698495619854747+0.1807482355868663j),(-0.6266006657710962+0.2801712797371058j),(-0.836000426792355+0.012118008404024425j),(-0.7589442251928281+0.12803724836601288j),(-0.6557846025548171-0.03894963908335511j),(-0.7014238587206514-0.024739868981745752j)
288,(0.22360679774997896+0.6708203932499369j),(0.08674601479249322+0.720119862267465j),(0.05783937283925101+0.6846323824225145j),(-0.11882414162180266+0.6857990203933038j),(-0.03191879549088256+0.6901223153485386j),(-0.3253807174756753+0.626489998378085j),(-0.2647283009112035+0.6350187072285035j),(-0.5933229036423076+0.4644788476757076j),(-0.551018908623657+0.5291264134113276j),(-0.6360924402970791+0.4425034766696381j),(-0.5812665203790153+0.3991814555990136j)
289,(0.22360679774997896-1.118033988749895j),(0.6942830015660759-0.8887060531364095j),(0.48975612663865054-1.0594608747429697j),(0.6385610767088364-0.8922713707961328j),(0.6429644648382332-0.9435925301160202j),(0.9778173687445223-0.6175918883330866j),(1.0794620625955533-0.6507873720577394j),(1.0832512035784103-0.2928873315332745j),(1.0271543723780852-0.21854763837177463j),(1.182995325125407-0.11062855790329701j),(1.1686091848126006-0.10481854287114566j)
290,(0.6708203932499369-0.6708203932499369j),(0.8016764587145152-0.44781185565611187j),(0.8462647536477776-0.4086547675049677j),(0.8640054028572207-0.4519746497492273j),(0.9447217036105802-0.37740245265488576j),(0.9377241719684737+0.02375928260934721j),(0.9283737820338549+0.03460545269902528j),(0.7717066759183522+0.3018328270652448j),(0.9085637161069934+0.33361712058047244j),(0.8442758099704109+0.4269116213310994j),(0.8108771887326163+0.43231514783880887j)
291,(-0.22360679774997896-1.118033988749895j),(0.13943569621018287-0.9757960042388806j),(0.1308385607583437-1.1494606129422482j),(0.33395545084622913-1.1819789150412126j),(0.25832890988445606-1.0643562436936096j),(0.5173360103301623-0.9045466438450224j),(0.5843141232578839-0.9850151867510817j),(0.8491137092359129-0.6826549585358475j),(0.9656866014776047-0.624297951018579j),(1.0691433254119926-0.47032143162341694j),(0.999733769054347-0.5462987681779231j)
292,(0.6708203932499369-1.118033988749895j),(0.9383663977515962-0.9961232327756815j),(0.945881833712173-0.9392421370934201j),(1.292871089726308-0.7205744055709944j),(1.0590067892209416-0.6519311278788136j),(1.2603674964381093-0.2986974906920533j),(1.168281815703326-0.39959177153306086j),(1.352770884023946+0.03690741657099299j),(1.207436439416571+0.1955867908204654j),(1.2561747392252245+0.40076970986010163j),(1.226197460255542+0.3618936365007097j)
293,(-0.6708203932499369+0.22360679774997896j),(-0.906209594861218-0.10596229705532315j),(-0.6803512640759217+0.032694584458555484j),(-0.7096859737438937-0.004322372952235018j),(-0.6884881555145702-0.14148871062926943j),(-0.5544152116482116-0.35360652715100027j),(-0.708308880343881-0.25040348599367296j),(-0.5222987255576561-0.5731393200927768j),(-0.5034024895093911-0.5325504104202676j),(-0.35739447328286844-0.674664057005643j),(-0.4449997027380419-0.5738548407893208j)
294,(-0.22360679774997896-0.22360679774997896j),(-0.19209541421673107-0.2723351063571674j),(-0.16639908291106129-0.28158986459217084j),(-0.13230222172452338-0.3644447814858175j),(-0.14412677657666764-0.24841114194181343j),(0.023905750016386704-0.39040681443288683j),(-0.03114758578890285-0.270096839757903j),(0.10642323439550372-0.22575864899321246j),(0.12820248523791672-0.2714039790041275j),(0.13550130812070627-0.21028080880567462j),(0.18471708202071366-0.2700730002814961j)
295,(-1.118033988749895-0.22360679774997896j),(-0.9697876826738123-0.3564134807755922j),(-1.0417713392915864-0.568091999013113j),(-0.9078354478807261-0.7131272635032769j),(-0.9001491913746855-0.645542465436382j),(-0.632339520883784-0.9661071305748149j),(-0.632299166025565-0.9691851592769002j),(-0.2732332571021312-1.0340929924297153j),(-0.2309991360863721-1.0487447233595266j),(-0.0007416252324892736-1.0191090728718737j),(-0.10896583641358817-1.1634337245445048j)
296,(-0.22360679774997896+0.22360679774997896j),(-0.12067666146267414+0.2903415127137916j),(-0.2504098680019312+0.14639436159630492j),(-0.2597568791197082-0.069321538622565j),(-0.29294293534796606+0.10327306722456639j),(-0.30673256686463934+0.03438322483861636j),(-0.27219260876917595+0.03972913631511361j),(-0.19053347815969435-0.03508178232929933j),(-0.3539465076939975-0.11208315279633778j),(-0.12298337299875431-0.11111265424610739j),(-0.17098473909669115-0.17265830296109713j)
297,(-0.22360679774997896+1.118033988749895j),(-0.6754721852298757+1.0007545226546415j),(-0.4792457893646102+0.9613413478673807j),(-0.6236053080087186+0.9626795650268852j),(-0.7149391280852679+0.9457229017884309j),(-0.963532444767548+0.5878507900982004j),(-0.9631064748266702+0.5886727207397625j),(-0.9753925914922472+0.3966946522186482j),(-1.037424736536912+0.27664555601252633j),(-1.3567252868778086+0.13144369767031686j),(-1.1137676506947098+0.08677996171637381j)
298,(0.6708203932499369-0.22360679774997896j),(0.8241911328079127-0.1873027398906045j),(0.7358565170031162-0.02262383571011227j),(0.7510571631263733+0.20307848180746785j),(0.7870495784242372+0.12460917256777458j),(0.6594990457543778+0.23059588922338095j),(0.610927257987036+0.34525557367179316j),(0.51258490867005+0.3579324205782374j),(0.45251752664127853+0.5315889412732517j),(0.3901487056501151+0.6100626761015593j),(0.3649400125264811+0.5978602474616824j)
299,(-1.118033988749895+0.6708203932499369j),(-1.2634724990691384+0.3057511705266897j),(-1.2807648595542318+0.30124450151697685j),(-1.3977640489432368+0.17994388855726684j),(-1.276117626725916+0.0562878801331497j),(-1.2348428673792613-0.14504931215661865j),(-1.255088680516146-0.2858153654500155j),(-0.9834054164416286-0.5680618331086544j),(-1.1191264573209962-0.7132130783331365j),(-1.0512045314196599-0.9277367851529867j),(-0.9154857505052638-0.8790774660235036j)
300,(-0.6708203932499369+1.118033988749895j),(-0.9976485264733906+0.8559858961112884j),(-0.8931140158442579+0.866239415784272j),(-1.0681208363187555+0.7327774622198067j),(-1.0346262338884364+0.7524169597089863j),(-1.3327519318973127+0.22931257756123585j),(-1.3114465677122824+0.32733746437271466j),(-1.3398957749121532-0.21189890995682j),(-1.3550185955183458-0.1241366073922712j),(-1.1973437783401752-0.4589739564889827j),(-1.213349134820325-0.39899511530311893j)
301,(0.6708203932499369+1.118033988749895j),(0.2624561486824971+1.1242324134177255j),(0.36866346347945744+1.2197653428646575j),(0.13919641518347972+1.331983077688179j),(0.19752323864817106+1.2908544749192934j),(-0.39438890428758644+1.205863956870196j),(-0.35907434787872033+1.2691532303766628j),(-0.7352164711746024+1.0596498831067376j),(-0.7290615757257284+0.9741319142964516j),(-0.8669614548639342+0.8467896084417427j),(-0.852131616202357+0.9151692553135031j)
302,(1.118033988749895-0.22360679774997896j),(1.0530254622033124+0.140277634709254j),(1.14416414749515+0.08052324261872573j),(1.0324987685149618+0.3602363054819553j),(1.1517112524823605+0.2885845186086032j),(0.8673757959382722+0.5666790626261745j),(0.9044169394850348+0.6461552631083323j),(0.5440162610164424+0.862569350734932j),(0.7252478364759721+0.9244214084617378j),(0.4993946296553603+1.0053908833396372j),(0.4603883392634377+1.0290564009283707j)
303,(-1.118033988749895+0.22360679774997896j),(-1.0825120770744867-0.07406366414105567j),(-1.1912138607391742-0.08411417193664877j),(-1.128404679808138-0.25554706089829404j),(-1.0860344110533597-0.26947359691149525j),(-0.8319676101113851-0.637074921785599j),(-0.8246939086265468-0.5789401289561247j),(-0.7960995782013474-0.9066179779174762j),(-0.6654601183706225-0.9443524049853694j),(-0.5720927726870674-1.0583470631692065j),(-0.5539887946116167-1.111645960939413j)
304,(-1.118033988749895-0.22360679774997896j),(-0.9641184758379024-0.4851244425989066j),(-1.0351543839832391-0.5118985692713782j),(-0.923534460880121-0.6410457425986282j),(-0.9664387303969704-0.5673815883313168j),(-0.5784885827897711-0.9393212705640247j),(-0.6580440152388366-0.990602917175397j),(-0.1774668497692012-1.022827235334145j),(-0.31256221977156107-1.125128121183582j),(-0.025112839214929426-1.0343548592506868j),(-0.06922921271963352-1.0836875052350188j)
305,(0.6708203932499369-0.22360679774997896j),(0.7190859088981514+0.03889663371626011j),(0.7550526286803317-0.0857478725833669j),(0.6802919514945333-0.001949696654781452j),(0.6662651622881717+0.09584747569467007j),(0.5623622098220775+0.35065606251769355j),(0.6183140117819925+0.2855044883807654j),(0.4883488970191531+0.48407750479695927j),(0.4930794455285878+0.44845277388968796j),(0.5279493220530023+0.5420775747330114j),(0.37679814215542606+0.5248486124432704j)
306,(1.118033988749895-0.22360679774997896j),(1.0878039824682766+0.20679746778071562j),(1.1170446191011716+0.057383303901636595j),(1.118834647235073+0.26819107025473904j),(1.1267646016693889+0.27728131283010676j),(0.9252592158694992+0.6566321980421116j),(0.94483807506997+0.622440981902349j),(0.7718869775387248+0.9745849278021642j),(0.6205774675917486+0.9965495952428062j),(0.5455982986587221+1.0389484612099416j),(0.4707454500564075+0.9765527029365905j)
307,(-0.6708203932499369+1.118033988749895j),(-1.0221313304868853+0.9615901186107967j),(-0.9288045420918236+0.9481336523159708j),(-1.129012004301588+0.8464890738584926j),(-0.9680903562945773+0.7554535321209654j),(-1.325582157787448+0.21699705970443042j),(-1.26837406181517+0.32983986154661055j),(-1.3662558183231406-0.23268474856050225j),(-1.2523425538557562-0.14441826735404634j),(-1.332290674210545-0.3192930410539973j),(-1.2150818913250272-0.345619939263232j)
308,(-0.22360679774997896-1.118033988749895j),(0.06491705529386507-1.116037527194027j),(0.07868943764946511-1.1530011526553845j),(0.201427199166553-0.9015429166954959j),(0.23820843102930184-1.1317849218425564j),(0.7109612492901336-1.035998002099929j),(0.6567594073157907-0.9207259360578469j),(0.765455460429447-0.789153428509608j),(0.9347551844861764-0.7351825404406624j),(1.2539522939359455-0.5468424921873674j),(0.9978115105138893-0.564940148363631j)
309,(-0.22360679774997896-0.22360679774997896j),(-0.2161896656759055-0.36629633623881486j),(-0.1253290662080956-0.34726396205495497j),(-0.001301673297645592-0.3674557853474755j),(-0.09722720255073222-0.27436480135217145j),(0.047091629772855886-0.35802019513998656j),(-0.045166950851172234-0.2990694870446124j),(0.0910916049871916-0.21745250631732602j),(0.05857166101283707-0.28389356744549643j),(0.2609515227504727-0.30038438196356076j),(0.15537393915126968-0.2819880698805151j)
310,(-0.22360679774997896+1.118033988749895j),(-0.5290619400744948+1.009813122906066j),(-0.4654140563721046+1.0671969684356033j),(-0.6708645295319596+0.9134885001564832j),(-0.7145458428037006+0.9465731892144822j),(-0.811158297045858+0.6513019261739474j),(-0.9472588421480141+0.6749463639151169j),(-0.9895633889614525+0.2171670300198123j),(-1.16988576008014+0.30688915385519444j),(-1.2543855352722724+0.06574408378226135j),(-1.1800810859195294+0.0006619389432742234j)
311,(1.118033988749895+0.22360679774997896j),(1.106562626377527+0.7439845608956774j),(1.016461005671863+0.5203122225839361j),(1.0157878584740347+0.6724224953883025j),(0.9134493924901607+0.7045531022280006j),(0.6378311345653743+0.8129199774936258j),(0.5147112295177592+1.073730582830984j),(0.20758455019184172+1.1662845847775412j),(0.21839469357525743+1.171927155080722j),(-6.382925469590461e-05+1.0844374964345294j),(0.018309933958252395+1.1047100934444138j)
312,(1.118033988749895+0.6708203932499369j),(0.819529420474475+0.8115273419565288j),(0.9126363239457939+0.9018239835504652j),(0.7421775251793754+1.2062662657303598j),(0.6534639206808283+1.091664487736701j),(0.3543005831070126+1.2935415881832566j),(0.24652974026500887+1.2835633420546901j),(-0.13223812165888152+1.3422812446920582j),(-0.2127311655488364+1.2998612675661327j),(-0.2825046830247512+1.235849578267951j),(-0.39082280003864533+1.2814834727981654j)
313,(-0.6708203932499369+0.22360679774997896j),(-0.766381681723299+0.05470134445981216j),(-0.7988306719685778+0.04354703052881294j),(-0.6335451104239623-0.09527309649272724j),(-0.6856036443045309+0.024973100316762878j),(-0.5305714258187749-0.20275426061623208j),(-0.5846227985606361-0.372488988421616j),(-0.28111262013550165-0.5358514936389447j),(-0.511728846049846-0.5176063614330505j),(-0.332414588450968-0.5620885396033767j),(-0.4209022835073359-0.5877875165470486j)
314,(-0.6708203932499369+0.22360679774997896j),(-0.7923418897574892-0.05254444405277295j),(-0.7149898960265086+0.02139051694382702j),(-0.678029428198634-0.16849957305529423j),(-0.7457117079301334-0.08963389813575631j),(-0.5766333630394375-0.20831546594173422j),(-0.5857809072256435-0.30397634425749176j),(-0.5260679214243956-0.4138324718593219j),(-0.4665464192059423-0.5619921898449096j),(-0.4253299351378582-0.6464113585733097j),(-0.42446594410258154-0.5767852849102676j)
315,(1.118033988749895+0.6708203932499369j),(0.8833138677767103+1.02112709462297j),(0.7944648107376612+0.9520982233136056j),(0.6868377198403215+1.1591857301738835j),(0.7443859540974892+1.0913604820417624j),(0.4268721135085283+1.292735567083262j),(0.3331828673128322+1.3760936430245487j),(-0.18018778884323514+1.2630224863983228j),(-0.09548039590327148+1.3398422446238203j),(-0.4291651496150451+1.064693086694984j),(-0.35634496611148553+1.205674318818967j)
316,(0.22360679774997896-0.6708203932499369j),(0.39456199251665613-0.6819277147430362j),(0.43948996103298194-0.6236043282260362j),(0.40951057266599744-0.6226125734804372j),(0.47961279143992414-0.5087733682741578j),(0.5993484367720602-0.265973106076228j),(0.6673442697462791-0.35751228962714104j),(0.7379542534199024-0.09617434496328311j),(0.6602977199477801-0.09114111167850909j),(0.754083632293378-0.0030162269481116j),(0.7891855975826817+0.09495674047111806j)
317,(0.22360679774997896-0.22360679774997896j),(0.3606806297860178-0.25899625031952j),(0.2165147184028738-0.1552538261701281j),(0.258860725721276+0.03485799624663212j),(0.33061225042444187-0.12229006939169362j),(0.32914391794679115+0.07474753161879383j),(0.3024810644817036-0.10103954906897183j),(0.34725746018320447+0.2048447096795059j),(0.32937553179538337+0.08086459583124295j),(0.4811909550612602+0.16393212776646054j),(0.2817972515797096+0.21775789396897266j)
318,(0.6708203932499369+0.22360679774997896j),(0.4475264451962056+0.23977345705082434j),(0.6093839811054614+0.38337028730310374j),(0.4688724178067844+0.48741473204471764j),(0.46875994770243967+0.5001762186431388j),(0.21852597490295084+0.735396208924719j),(0.2948358644989186+0.6199640998074779j),(0.17184904699774717+0.5219025647178982j),(0.17027172595510615+0.6910152727493686j),(-0.035234483917118635+0.5165299332098046j),(-0.06729725647688552+0.6673864941566203j)
319,(-0.6708203932499369+0.6708203932499369j),(-0.8097915512217407+0.3658124682482915j),(-0.7664033898774787+0.4690615790706923j),(-0.8169667890694523+0.5569538801119172j),(-0.8424223948250363+0.3244394204496528j),(-0.8600290310447347+0.021352076068532688j),(-0.9879334384239405-0.010379296699025204j),(-0.8017651992579433-0.4028694320893034j),(-0.8756999686449549-0.3238407001114721j),(-0.6604062157619714-0.5514600649612541j),(-0.7499115857171083-0.5289423981721701j)
320,(-0.6708203932499369+0.6708203932499369j),(-0.6980958629104519+0.2698938457738673j),(-0.7891590571181784+0.44641692907518815j),(-0.9781143884692272+0.2800819724606455j),(-0.8748021614032746+0.28972264784667845j),(-0.9621185060671642-0.08945926554600857j),(-0.9407108208449274-0.05793404257182018j),(-0.9425201208137917-0.3951942173812611j),(-0.9197628081779422-0.37256771051507726j),(-0.8291085751498606-0.6173826043475861j),(-0.7335177747741111-0.4113289176390446j)
321,(0.22360679774997896+0.22360679774997896j),(0.24796151933332644+0.23036949437263995j),(0.13243593100149414+0.3155264784709247j),(0.06156765356321574+0.29045170513786234j),(0.08313982676470982+0.3080242783616723j),(0.003768603742659269+0.3541052779797948j),(0.010693549475532362+0.3791764444062562j),(-0.32023912369445684+0.4478628204745215j),(-0.1372953566265701+0.3450070086274168j),(-0.1322928302764722+0.1725235566899811j),(-0.15127641334052078+0.14781027983149395j)
322,(-0.22360679774997896-0.22360679774997896j),(-0.2800940953915978-0.09832650028498516j),(-0.13655074373182402-0.22470448663072629j),(-0.052911134005685354-0.3115167071288372j),(-0.06711879368690205-0.2629946214794688j),(0.06166332514363163-0.28951418876123225j),(-0.004320829039402203-0.2528738550102064j),(0.05135895616933158-0.3827723081200968j),(0.04761179914401039-0.2853586965186684j),(0.0803388706131584-0.32670178520904264j),(0.13651659087330525-0.3097420810809831j)
323,(0.22360679774997896+0.6708203932499369j),(-0.050761085832113195+0.5755993497797577j),(0.006066013034467323+0.6944002056265022j),(-0.03693181002314392+0.7454215533937627j),(-0.03433687600575812+0.6946880020555933j),(-0.14263722385202182+0.7066057713107918j),(-0.32179643077218434+0.6101105274180286j),(-0.5321239458008515+0.46713303256033856j),(-0.5600936065940505+0.47852679174200097j),(-0.6169020203456335+0.37145162258689846j),(-0.6749789968571199+0.35716654395640635j)
324,(0.22360679774997896-0.6708203932499369j),(0.3601781169690876-0.5214011639308457j),(0.4285546349254811-0.5608154271089183j),(0.4980566984825109-0.49568661178124807j),(0.5243498984136966-0.5390424389765478j),(0.6845504187783092-0.2553950286959903j),(0.6075597459129941-0.3326488773136973j),(0.7022331562598078-0.029591596445553786j),(0.7652014788572287-0.05088498239513321j),(0.7309466970901435+0.034502984055150586j),(0.6767146401449281-0.0025546533217807657j)
325,(1.118033988749895+0.22360679774997896j),(1.0539394435329834+0.585460103925051j),(1.027478455707354+0.4665362717708537j),(1.0704902379984982+0.5522354158527103j),(0.8859943589883167+0.6169645608785931j),(0.650124537297405+1.0855210575331946j),(0.602164922397932+0.9679131068074355j),(0.22169318377527525+1.191449754039407j),(0.17077557995745107+1.0356454437131322j),(-0.006714345611483152+1.2726698050402843j),(-0.0029228859202315993+1.153616814548444j)
326,(-0.6708203932499369+0.6708203932499369j),(-0.8264165120148204+0.43400831195027295j),(-0.8156018569399548+0.4272717652156746j),(-1.0717564646777606+0.28199818869160864j),(-0.7997743297500184+0.40287668251844977j),(-0.9154645135927753-0.012003458816780594j),(-1.0260831581092118+0.027213483477521748j),(-0.7950536601193066-0.35236606926577807j),(-0.8573357688932182-0.3820450659313289j),(-0.7816847150196341-0.6172110475344401j),(-0.7913420170009826-0.4714358563630048j)
327,(0.6708203932499369+0.6708203932499369j),(0.42425546024707256+0.8431343566650731j),(0.47038099320436766+0.8003750616957097j),(0.27155152387650616+0.9982165762473693j),(0.30088766925212324+0.7742896643353315j),(-0.003564560200812125+0.9179332938537189j),(-0.06902862123157248+1.0150092924877123j),(-0.22597767713525665+0.9609016907921332j),(-0.35092591430558023+0.8567083940626113j),(-0.5648186839904149+0.8639800276713906j),(-0.46225691406970787+0.7876173830150779j)
328,(-0.6708203932499369+1.118033988749895j),(-1.2021772377029993+0.9745180586977774j),(-0.9708361630987121+0.9293331379819392j),(-1.0703243330583596+0.7563501485433171j),(-1.007170180699913+0.777370807180392j),(-1.2425917274253577+0.16665548566040997j),(-1.2302035766237638+0.36386261574901524j),(-1.3175784717507395-0.22068361157904778j),(-1.3452129378303392-0.1930543986907375j),(-1.3210090760614048-0.4082577447659765j),(-1.2675483349488292-0.42640793315331815j)
