,Sent,Received 1 Low,Received 1 High,Received 2 Low,Received 2 High,Received 3 Low,Received 3 High,Received 4 Low,Received 4 High,Received 5 Low,Received 5 High
10,(0.2300894966542111-0.3834824944236852j),(0.3696513296011356-0.31561280958532256j),(0.33272872232768647-0.2936104076202094j),(0.3686324749544703-0.2518062542183167j),(0.35027153942450234-0.24361147748405532j),(0.4070918048816592-0.09392380790873908j),(0.4383548095349539-0.0871920036638239j),(0.48735340103023617+0.044467210500409075j),(0.4610459273353504+0.03884862495061212j),(0.46785937450805565+0.11412215712033397j),(0.40319098021105304+0.13232155706361315j)
11,(0.3834824944236852-0.5368754921931592j),(0.5037398335589973-0.42778863736453066j),(0.4892872568605108-0.41440381990560354j),(0.5699620745684825-0.33033708131967954j),(0.540445083828107-0.3307196497794438j),(0.6296148482741655-0.08055489273825375j),(0.646747004527685-0.12988700401448197j),(0.6393562382325382+0.14535302075252848j),(0.6729378271148236+0.14397007472079276j),(0.5765481248770582+0.23378649415604186j),(0.6428674113457163+0.2366605808799188j)
12,(-0.8436614877321074-0.6902684899626333j),(-0.629921723638367-0.8585138596039261j),(-0.6485965361891382-0.8937353809269967j),(-0.4721422843560747-0.9915637756181755j),(-0.48149992120126855-0.9830436097762929j),(-0.07709742661018093-1.060082506241027j),(-0.12429897133208756-1.0878796403945652j),(0.2233314116149456-1.015638633487182j),(0.2423880632039842-1.0611010731256114j),(0.4383211688825698-0.992198436487409j),(0.4736959987596574-0.9860246478880219j)
13,(-0.5368754921931592+0.3834824944236852j),(-0.6099254282937764+0.1957215837932299j),(-0.632896491742732+0.23220204110275625j),(-0.6345123380315448+0.1739636675877789j),(-0.6748370057916694+0.1413172601464265j),(-0.6185666329695652-0.10801275258000208j),(-0.6865052098434951-0.0924193832096939j),(-0.6103934164518328-0.38906699333402406j),(-0.5611530385737197-0.3185566343219894j),(-0.50019090131454-0.4833409263463722j),(-0.5315699850941817-0.4099680010456604j)
14,(0.3834824944236852+0.5368754921931592j),(0.2462095528078734+0.6079229827379081j),(0.23711637236211772+0.6005830058913944j),(0.12126162210561395+0.6766635201750393j),(0.10716624282601503+0.6292652120780176j),(-0.1353585562771583+0.6229024087885385j),(-0.08359837486106339+0.65308702782214j),(-0.35175734653792634+0.5872324429989942j),(-0.3509661894318182+0.5712916463964989j),(-0.43112401191085103+0.5267761672724419j),(-0.43468096098346987+0.49917814105971997j)
15,(0.9970544855015815+1.1504474832710556j),(0.641307888114755+1.4166319225019812j),(0.592891431670318+1.3713763304548352j),(0.34653111816113913+1.4631249669177773j),(0.42866354180610666+1.4776539052920834j),(-0.09520153964619599+1.5352947529710232j),(-0.09860201705722411+1.4842950429207935j),(-0.6254981520734151+1.3784488790242677j),(-0.6515086373588135+1.3665463486878355j),(-0.9272949863676886+1.251894494417127j),(-0.8441197575866698+1.2751468379114206j)
16,(0.8436614877321074+0.9970544855015815j),(0.544950249639471+1.233824229908512j),(0.5453688837804631+1.1931478570953034j),(0.32287362810869774+1.273218228189149j),(0.3373564644541875+1.2438789591350323j),(-0.13554491713496644+1.2852672853112534j),(-0.13716851837525873+1.2974057282316485j),(-0.5698092386541634+1.1586386810946172j),(-0.5376034004449639+1.1923591917085974j),(-0.7421576473250777+1.0799006782537852j),(-0.7668759511860207+1.0680919827317175j)
17,(0.8436614877321074+0.8436614877321074j),(0.5418006382743146+1.0161598194705868j),(0.6039121725609834+1.025512043735151j),(0.393414986547021+1.107614732720215j),(0.4367301762207927+1.1155572658880797j),(0.03690809897376114+1.158752627387457j),(-0.005418223139853821+1.1825856217016961j),(-0.45195394927171695+1.0966585787480474j),(-0.4037287254819728+1.1042796561402903j),(-0.5872368023074702+1.0283272108415513j),(-0.6132176029831056+1.0401304366601807j)
18,(0.6902684899626333-0.5368754921931592j),(0.7807814340690634-0.33209490165669414j),(0.7951947832422358-0.34999651705274326j),(0.8599603145611331-0.22760447087059663j),(0.8710298817289007-0.19881447519224194j),(0.8926564836565717+0.09329961479650932j),(0.8564931837514156+0.14115139504433197j),(0.7548607495774605+0.43332798163326336j),(0.8003518137095765+0.41083685408743637j),(0.7152621973424804+0.514350349662072j),(0.6947745267027687+0.5121022505789498j)
19,(-0.2300894966542111-1.1504474832710556j),(0.07022782549743703-1.2247173739527792j),(0.07461782103884969-1.1730710976613605j),(0.2938046060573182-1.152660011602438j),(0.2905564048197657-1.1686608297865528j),(0.6845696216455827-0.9137994548608479j),(0.6420481456376548-0.9652450818423759j),(0.9215298433063754-0.6630646482846572j),(0.980510554616995-0.6782662326335973j),(1.0619913835718242-0.5137087270741301j),(1.0593365915602242-0.5200924785028815j)
20,(-0.6902684899626333-0.5368754921931592j),(-0.5218618404574142-0.7015003933258478j),(-0.5147938678522167-0.6966929083330524j),(-0.3928546973490941-0.800500906041136j),(-0.39588514721345164-0.7618619543687155j),(-0.09226789186527398-0.8696603038769659j),(-0.11956727358265401-0.8675461775226814j),(0.16776303767431078-0.7808956981356081j),(0.2034693461510094-0.8792781896198594j),(0.32709504084876684-0.8132589753481811j),(0.3290436096850658-0.8363384307251225j)
21,(0.07669649888473704-0.5368754921931592j),(0.25036824720234657-0.5199283124707357j),(0.20129380010782572-0.4942652371397583j),(0.26541211833742495-0.41672095707466267j),(0.30781309989300815-0.46913517221109907j),(0.4132815593170896-0.29946978620051j),(0.4075151487553656-0.2679307547368061j),(0.5183785627192155-0.09642843759549727j),(0.4991285365248998-0.15325595013875276j),(0.5733508481854745-0.038478125523073003j),(0.5084455369486419-0.04349966659230757j)
22,(-0.07669649888473704+0.9970544855015815j),(-0.36444216319618195+0.9716171037163839j),(-0.36270760719252226+0.9629994673133888j),(-0.4980502104691096+0.885092312385475j),(-0.4590291927246005+0.8851266929482611j),(-0.782584760803897+0.6328257651528322j),(-0.7517030806543173+0.6375371347117064j),(-0.8966713823082921+0.3394338895891987j),(-0.9413625519014341+0.35236773441402774j),(-0.9750237898624022+0.2201920758965524j),(-0.9897097412072912+0.17463479108249022j)
23,(-0.9970544855015815-1.1504474832710556j),(-0.6046912354875943-1.3799358126815353j),(-0.6409031177798467-1.391242569062595j),(-0.3922507220265375-1.5009286250191032j),(-0.4241891300728063-1.4676397404191146j),(0.12346360337155772-1.5200534232971799j),(0.09880321050347643-1.5087723073615795j),(0.5993156405905512-1.344256663741508j),(0.6260638843947921-1.3987674039036562j),(0.8976252624864361-1.2737100124935798j),(0.8570886167614463-1.2721792128021785j)
24,(0.2300894966542111-0.9970544855015815j),(0.43244098423262406-0.8884911661815094j),(0.4709163757713717-0.8872147226774607j),(0.6562350572314413-0.7933610901123791j),(0.6505985148952357-0.819958531791114j),(0.8427421504573407-0.552024397021735j),(0.8609276966239363-0.5348173573931395j),(0.994501168863112-0.15021487685956877j),(0.9708769929685419-0.19490294080018955j),(1.00426384895802-0.040167588730885675j),(1.0332559239697459-0.037249138875546234j)
25,(0.2300894966542111-0.2300894966542111j),(0.3120056222352204-0.19721661221765202j),(0.2823318599303471-0.1686859480742809j),(0.3211018104392539-0.08870773066520403j),(0.30803190258890323-0.09315746379895208j),(0.31730409401315735-0.008015893779575659j),(0.32210770810728095+0.005181545634873668j),(0.3073706567896168+0.08103059625570244j),(0.33562465131083785+0.1267698595388679j),(0.2937265760486355+0.16336254596332805j),(0.2716427671328656+0.1679040796883606j)
26,(0.6902684899626333-0.3834824944236852j),(0.7588949534568943-0.19491070646316122j),(0.7589740253651481-0.1904670727174219j),(0.7887625936818085-0.04846766026746095j),(0.787041088811958-0.03901124751247643j),(0.7404505994649753+0.27868990659587267j),(0.7480827099110053+0.21311724062251927j),(0.6014914177658667+0.4916732087286284j),(0.6572797785321016+0.4579005831597984j),(0.5254045881631562+0.5549451717802191j),(0.5239987681323226+0.5467136421789766j)
27,(0.2300894966542111+0.9970544855015815j),(-0.025125269302437643+1.0036422434105636j),(-0.03215045240512169+1.0309745718907715j),(-0.18877701680046463+0.9579468940304743j),(-0.2266279390666499+1.0320156989173226j),(-0.5336280661541324+0.8712747710589713j),(-0.5569727403677839+0.8716244264682039j),(-0.8102406722503005+0.575761925330847j),(-0.8324031074391517+0.6087093350486605j),(-0.8989549478097264+0.45841723057367795j),(-0.9069660710555222+0.4964914266961835j)
28,(-0.9970544855015815+0.9970544855015815j),(-1.2323065676635256+0.7384355763704001j),(-1.2188173936323359+0.7286843841774799j),(-1.3345689927319204+0.5037508204802217j),(-1.320254547290159+0.4925940714909906j),(-1.4033737176816061-0.008401993953110731j),(-1.41616807992328-0.00016478829828774175j),(-1.336112391319104-0.5085778596992708j),(-1.3240812564117457-0.48460084369243733j),(-1.1998370452291038-0.6825631559670688j),(-1.2297226955538108-0.7246500623524685j)
29,(0.5368754921931592-1.1504474832710556j),(0.8411675266182242-0.9112631343243526j),(0.8437982697095664-0.975232361582325j),(0.9523385924023069-0.787068396918893j),(1.0008016902067-0.7886773417527658j),(1.2327477745278783-0.39624566071994793j),(1.2015406512963405-0.4355416938633048j),(1.2822183192028453-0.005795881527845378j),(1.2708769570561023+0.024840912819873617j),(1.316671867196827+0.18625186658373355j),(1.28584422236289+0.23846338616426388j)
30,(-0.9970544855015815+1.1504474832710556j),(-1.2594843475850632+0.8150192584564322j),(-1.2778907573166591+0.8417151851210863j),(-1.406204197369502+0.6206849884724303j),(-1.3922611945049546+0.6272281596814787j),(-1.5275343183229364+0.11835480867119257j),(-1.5222645017633654+0.09401262319353192j),(-1.4904697362712405-0.4365614936973764j),(-1.4443545167710654-0.43232229388995713j),(-1.3416340080560065-0.640349909165736j),(-1.3636634103943717-0.6513784896743084j)
31,(-0.8436614877321074-0.9970544855015815j),(-0.624933727901504-1.1526879600459894j),(-0.5659975711078733-1.2012280230214811j),(-0.28654968303684325-1.237529463691174j),(-0.3800847592168234-1.2403264616248653j),(0.11356233164501983-1.3084364075489656j),(0.13401582592950775-1.3550618234482232j),(0.5394195187102716-1.1444987909555113j),(0.5562063849708702-1.1858869567416328j),(0.7229460137207565-1.0850147555252503j),(0.7603708565416665-1.0836685523243865j)
32,(-0.5368754921931592+0.8436614877321074j),(-0.7378510938717202+0.6696865545952854j),(-0.7232488884229495+0.6543962760769744j),(-0.7871543310990425+0.5678719236117875j),(-0.8274670787934865+0.5446984446479438j),(-0.9715225683222058+0.26354064584434717j),(-0.9977093580929585+0.20827361519060247j),(-1.027928291228235-0.1426972910971349j),(-1.001440693460538-0.14019513389974808j),(-0.9608067745009606-0.2574814718007612j),(-0.9459841753268116-0.2697513154397195j)
33,(0.2300894966542111-0.07669649888473704j),(0.2955456175319878+0.011276407675018939j),(0.2517384368958538-0.009625695231164279j),(0.21288309609841943+0.04984055148396442j),(0.24534931457478118+0.046250309712625295j),(0.22236646927968948+0.04149989792816651j),(0.20609576765151427+0.10758361943616694j),(0.15899960770270116+0.17308068931085668j),(0.16241104907925244+0.17558289679416852j),(0.1305070251410264+0.1980712498350301j),(0.11652338235030212+0.2293543049840685j)
34,(-0.6902684899626333+0.2300894966542111j),(-0.8068284355455406+0.052190139536592184j),(-0.751840337873089+0.022515616557856118j),(-0.7171577959576139-0.11152662389566798j),(-0.734460559412263-0.056949079297559976j),(-0.6985397766087598-0.35259202231053205j),(-0.6454950931729484-0.332147528045459j),(-0.4951113556525286-0.5393046866538074j),(-0.5206334304740486-0.5241602188258588j),(-0.4244853752815852-0.6058709953540271j),(-0.3918971523201542-0.6148197246536192j)
35,(0.2300894966542111+0.2300894966542111j),(0.23542258315911146+0.32408764116660155j),(0.14864934780723676+0.29866098427987064j),(0.11191399029458567+0.27710211732516427j),(0.11456675664903383+0.3087145778837136j),(-0.013413222387907337+0.33615882975950906j),(0.0108137206235736+0.3203202909322542j),(-0.09532718797363496+0.3207376822278474j),(-0.10832214329858188+0.2865335181324728j),(-0.15649159412776187+0.3559255269268145j),(-0.16667479591109097+0.2769763015874384j)
36,(1.1504474832710556-0.07669649888473704j),(1.1137950610621146+0.20660614258446408j),(1.109958138738934+0.2217610366237287j),(1.0331560355682667+0.38759659941059516j),(1.0924598820631513+0.43289783056967956j),(0.881455307511565+0.7836058160103815j),(0.8857601521494846+0.7799568323123951j),(0.5979466001099791+1.0010892854339064j),(0.5555422806940601+1.0223065270298899j),(0.3514627911946127+1.0597924372755514j),(0.3708371835037072+1.0970926795986287j)
37,(-0.5368754921931592+0.3834824944236852j),(-0.6228987961994366+0.22211342245868765j),(-0.6090604315533059+0.20729157170219692j),(-0.6915432338234845+0.15425229788936812j),(-0.6306589934267942+0.1409370956946518j),(-0.6341986384507897-0.10422991246064232j),(-0.6119449987319281-0.12468483397193336j),(-0.5275872319755307-0.3279721233666191j),(-0.5959232644433655-0.308370955116216j),(-0.5321885365019361-0.44331092161055335j),(-0.4981667175548964-0.43160558678409144j)
38,(0.07669649888473704+0.9970544855015815j),(-0.1874011869448352+1.0007650507348984j),(-0.22744914724560378+0.9828621931051261j),(-0.37294324107232507+0.9240703707846641j),(-0.3452176018442945+0.9386534176743349j),(-0.6790922415298315+0.7590086970392571j),(-0.6436143598809038+0.7749592497830338j),(-0.8521112063401496+0.44694198606389623j),(-0.8848977918610674+0.4908246185392331j),(-1.030005799755735+0.3142575299351223j),(-0.9456249870526522+0.34996130658369723j)
39,(-0.2300894966542111-0.6902684899626333j),(-0.027676466184352787-0.7464157631745001j),(-0.03738790330232246-0.7408577067224483j),(0.080074861451586-0.735202528998836j),(0.08692046022566137-0.734191485810618j),(0.33823439656625265-0.6563008092551323j),(0.33546387074690864-0.6628874639067069j),(0.617949597661698-0.5195153605212633j),(0.5261332187283722-0.5020445138973635j),(0.5652016350370151-0.4343187936236352j),(0.638098853751289-0.3925388869032234j)
40,(0.5368754921931592-1.1504474832710556j),(0.8286697386350638-0.9434244540176548j),(0.8277621144753935-0.9442010466503027j),(0.99219104585931-0.8507147722542105j),(0.9972930430296443-0.807424393061751j),(1.2031496015332321-0.4238344977667413j),(1.1968084637713026-0.44305303545457125j),(1.2456028412400608-0.00619037021465709j),(1.2481897191573903+0.014145727202813152j),(1.222716778920701+0.21276837926091727j),(1.2498970192557972+0.22250169530756966j)
41,(0.2300894966542111+0.6902684899626333j),(0.035664945251748396+0.7046062926082204j),(0.035325004205634815+0.7047185290053225j),(-0.057091641740207796+0.6792081124399845j),(-0.10275315880711397+0.7504371363855282j),(-0.36193961114310236+0.6556230090270969j),(-0.3198956039111597+0.6117426162635824j),(-0.500085300452977+0.5042957041054641j),(-0.537817521409912+0.5535392172828603j),(-0.6275349264434655+0.4014038606866595j),(-0.5951817124802308+0.3916675676674008j)
42,(-0.07669649888473704-0.5368754921931592j),(0.058187878684251584-0.5213182557431599j),(0.024889764669843266-0.5360569912183889j),(0.14766938982727978-0.5085418232340361j),(0.14793248124836939-0.5026132642195639j),(0.3672634040246735-0.42537234043235206j),(0.339471803664945-0.42913542242961694j),(0.49671273739501953-0.3025617679004962j),(0.43855546999166434-0.2772800673057499j),(0.46242829198398183-0.20847401995187406j),(0.5155032239524228-0.22830257014336233j)
43,(-0.6902684899626333-0.9970544855015815j),(-0.3300937408439841-1.1488835767181j),(-0.39606943745699735-1.1567600619977285j),(-0.22163608246830294-1.1766291754918876j),(-0.2054204679935878-1.1990021181158381j),(0.2144780369074525-1.2187017371871214j),(0.21858376205676666-1.1790423605434874j),(0.5884950605296271-1.049172743152187j),(0.6177019680312538-1.034344641986944j),(0.7749353446658923-0.8847774853020742j),(0.7719480683702759-0.9547298296228977j)
44,(1.1504474832710556+0.6902684899626333j),(0.9735846098393968+0.9950990231330977j),(0.9003030467966143+0.9759260053985447j),(0.7967883349757394+1.0876877250492358j),(0.7598562043620679+1.1351898970890362j),(0.2978445330436333+1.2888266780632534j),(0.32424984312294497+1.3090319392308172j),(-0.205309159692303+1.3622929407326656j),(-0.15579352401327748+1.3445131228359646j),(-0.34836496836613057+1.3532106867785199j),(-0.3938464892007564+1.3165427718525164j)
45,(-0.3834824944236852-0.9970544855015815j),(-0.10089761287074046-1.0333842567550062j),(-0.10731991057361503-1.0713118047333712j),(0.04006468490673843-1.028607946117254j),(0.07518248825334832-1.0443176794760543j),(0.462544336449561-0.9683291759420607j),(0.44798888879693327-0.968571408478359j),(0.6838790624503971-0.7197051131363206j),(0.7396452512798687-0.7504819597349478j),(0.8815558539096608-0.5723902699870376j),(0.8802682619108262-0.6180715555205227j)
46,(-0.5368754921931592-0.9970544855015815j),(-0.24121321214073713-1.100433920713253j),(-0.2201578784055833-1.0911594791802772j),(-0.09428662045452832-1.0947273724711564j),(-0.030932861989180868-1.1128836435015361j),(0.29058904076808595-1.0973067964243608j),(0.33676659129240605-1.0590740745131388j),(0.6993495115836572-0.8564809709942051j),(0.6708184448048587-0.9187877813876946j),(0.8328112817919788-0.8008863614501981j),(0.8276665558159602-0.7746132082722381j)
47,(0.5368754921931592+0.5368754921931592j),(0.33785992245725777+0.622178235926368j),(0.36112745618692593+0.6593822413442582j),(0.22962799429934933+0.7363824921914282j),(0.26614982834229944+0.7137204232015993j),(0.024761927298081004+0.7055761460571349j),(0.016939250598082257+0.762187298465675j),(-0.2628366211194534+0.6922837026598033j),(-0.274638298864489+0.697801390962888j),(-0.38888536055663525+0.6294587895643559j),(-0.3678480179165775+0.6235815844328335j)
48,(0.8436614877321074-0.9970544855015815j),(1.0531397505616247-0.7273988602815369j),(1.0690776501447834-0.7367946776079827j),(1.1465912224886061-0.5257757770859736j),(1.1823415654720444-0.5420682287825237j),(1.3107682177503328-0.10650346826065554j),(1.2967596145198723-0.10345539190915672j),(1.2612263873652694+0.3780129427177053j),(1.237284913357296+0.3357228691159156j),(1.201145128415143+0.5822752595431586j),(1.1824170520766615+0.5358219088352573j)
49,(0.8436614877321074+0.3834824944236852j),(0.6795127903614443+0.5769070676348736j),(0.7052396097799125+0.5989249156960755j),(0.581207743371358+0.6756937970566247j),(0.6234597591025157+0.7198802746390462j),(0.31045775003252263+0.9424528468206127j),(0.2976766040622268+0.8577412499459283j),(0.036797352173886494+0.88092653960442j),(-0.01906497918173482+0.9340079338227905j),(-0.14357803811228229+0.8771591379798404j),(-0.14715266455503637+0.8761738175838071j)
50,(0.9970544855015815+0.2300894966542111j),(0.8809699448814411+0.5431373635649637j),(0.8958492384022289+0.48387493266117737j),(0.8282985026260853+0.6390765339387945j),(0.8232273660516579+0.6252033032610653j),(0.6247673678001332+0.8794668756875057j),(0.5501029306319556+0.8879394343481316j),(0.16659770008631683+0.9881438568948058j),(0.1697777445962845+0.9969954518729915j),(0.01418209537435373+0.9988256978607302j),(0.04860718993621252+1.0146025927786129j)
51,(0.3834824944236852+0.6902684899626333j),(0.17941426581157266+0.7994595070775928j),(0.1814217882992007+0.7586308315910617j),(0.06341338429937492+0.7638168231188237j),(0.05771717843021811+0.7697276028321959j),(-0.19475495606070906+0.7840456928548941j),(-0.1892500694780202+0.7651988982241074j),(-0.46455536226419875+0.6329458761857361j),(-0.4807668858201598+0.6213388698637341j),(-0.6009229109006+0.5409860051068939j),(-0.565343265659414+0.5287517496817057j)
52,(-0.3834824944236852-0.07669649888473704j),(-0.29382567976612983-0.16582265532085405j),(-0.34869209544159135-0.146401712964251j),(-0.3116501871939132-0.24981699211829778j),(-0.3158871515466019-0.24726988905344524j),(-0.2108979771914384-0.33036682714383886j),(-0.2222396328384505-0.3176838926248108j),(-0.1134376011057225-0.3958000858248989j),(-0.10407096061458875-0.39402988084227325j),(-0.0015511337989444866-0.3740794818670214j),(-0.04002349230798449-0.4045843077107344j)
53,(0.3834824944236852-0.9970544855015815j),(0.6212444084471181-0.83926383621383j),(0.6654965560334641-0.8401279100514846j),(0.7846461427886665-0.7324988067195013j),(0.7585722162731009-0.7383204606300888j),(0.943355013843365-0.46785426836529675j),(0.9672199920401139-0.44299989762403164j),(1.0870473691645393-0.11984351609954935j),(1.0823317962565684-0.08415862083213538j),(0.9757147160240593+0.09384879173343236j),(1.0470473783495+0.1358157510950456j)
54,(0.5368754921931592+0.2300894966542111j),(0.4690737107342087+0.37778435362198964j),(0.4502968741939016+0.367468784118849j),(0.41005161875317475+0.46476370960298624j),(0.3949110088146361+0.44175442382509655j),(0.2054875734094555+0.53647201594751j),(0.1992921934249+0.5356099171330254j),(0.06401223718782972+0.5878920217923226j),(0.03243297443755358+0.5639574068370472j),(-0.0814167955822024+0.6041366454122122j),(-0.0945424536657924+0.6101088867228053j)
55,(-0.9970544855015815-0.2300894966542111j),(-0.8963036348561045-0.4803477215083529j),(-0.8959117606232363-0.4829920711529749j),(-0.8467985236574931-0.6703540949603582j),(-0.8023563199567904-0.6326787078281946j),(-0.5218108661563008-0.8596242557381725j),(-0.5235314904136543-0.8826972958106607j),(-0.1679594909485575-1.0079447219187674j),(-0.20937939857493032-0.9753977181370169j),(-0.09971243240558428-1.038644962219953j),(-0.04003590264272912-1.0179279997169586j)
56,(0.3834824944236852-0.9970544855015815j),(0.6821170099408733-0.8150879762362482j),(0.6470653700071689-0.8258192024583453j),(0.7492987222484395-0.7084533484792095j),(0.7746579901049666-0.7275603683276971j),(1.0180025965635093-0.43360984213904485j),(0.9751857090386877-0.4384651896819817j),(1.065738592411557-0.07043648287323848j),(1.057200708061718-0.054620412796363274j),(1.0542984698891715+0.14311102218841534j),(1.0718146320699589+0.08389085834712037j)
57,(0.3834824944236852+1.1504474832710556j),(0.07271440029813031+1.1841698473861448j),(0.0806670322188468+1.2267977473881468j),(-0.1990102958679977+1.231441929684755j),(-0.1356370872420141+1.2056587604093707j),(-0.4992016520974046+1.0845296922988192j),(-0.5527769785157447+1.0698111367328185j),(-0.8522560708548805+0.7879000613253444j),(-0.8924735700616669+0.823498891756077j),(-0.9749207147511448+0.671677583768726j),(-0.9921404582050087+0.6525971989055636j)
58,(1.1504474832710556+0.2300894966542111j),(1.0679672280812875+0.48920555944289085j),(1.0548866386274407+0.5664725118570422j),(1.0101641114915108+0.677230015290944j),(0.9614199287784976+0.6980027991006096j),(0.6190307211518032+0.9245372787589173j),(0.6546579629828607+0.9866342406020265j),(0.3091194128318432+1.0950784592789953j),(0.30137042435125194+1.1275272834672567j),(0.07540453310313437+1.138026695747291j),(0.09459192019344785+1.201362858133128j)
59,(-0.2300894966542111-0.3834824944236852j),(-0.09318363440664103-0.44111304529274276j),(-0.11711649303500395-0.45995234032484145j),(-0.040330730280323225-0.4305439186359198j),(-0.042739937696822376-0.44950329348578544j),(0.1269632310570421-0.42597696534411505j),(0.08500993762402384-0.4077830347565166j),(0.27714105776632775-0.3466695346511922j),(0.25044802641446406-0.3749390616529498j),(0.348265249270463-0.32409892179129396j),(0.32367013794199645-0.3103303575643086j)
60,(0.07669649888473704-0.2300894966542111j),(0.1379206681511838-0.18794924058011578j),(0.15450509381876432-0.23758524786611573j),(0.2034152077838225-0.15219962139267035j),(0.17459990173741288-0.1709664847531853j),(0.18310705359722715-0.11779841454727519j),(0.24407759979931043-0.0783851670505085j),(0.254737765448396-0.0676933734050019j),(0.22889068019358622-0.030701763960157086j),(0.21742158003853745-0.015946369089367914j),(0.23596810768269674-0.004061573610745078j)
