,received1 low,received1 high,received2 low,received2 high,received3 low,received3 high,received4 low,received4 high,received5 low,received5 high,received6 low,received6 high,sent
866,(-0.18910554978516597+0.387265362241813j),(-0.2235520786854164+0.3583792854802408j),(-0.2872809402549061+0.22828226325665216j),(-0.2833041328832676+0.23780539396086448j),(-0.3175602135224801+0.16212296276143157j),(-0.2766279071322036+0.2072977107487643j),(-0.2930194112522965+0.18757916666313623j),(-0.32907587983964215+0.19046719511558685j),(-0.39895473112671304-0.05448103534868855j),(-0.36864878766832976+0.029925425665595605j),(-0.31311612118515886+0.011849792383911102j),(-0.3475175109663514+0.00111739250902047j),(-0.11721329008723645+0.35163987026170934j)
867,(0.004348728472207984-0.6377070023015704j),(0.07060522364783875-0.601256039990103j),(0.3052575217822423-0.5331174509378142j),(0.19656416677327804-0.5733247136131248j),(0.25481031347596117-0.653273338803372j),(0.27508510072637354-0.5091642416186717j),(0.21961045243825683-0.44281093028459656j),(0.3252188134155066-0.5181028995405517j),(0.48650669677694497-0.40545676397112956j),(0.4889518422522149-0.3860906564640184j),(0.5740607607689487-0.30419587106609236j),(0.556467014481351-0.267159371186113j),(-0.11721329008723645-0.5860664504361822j)
868,(-1.0100905081480351+0.07854365342712345j),(-1.1037817026933232+0.05367181769859389j),(-1.0342964426446293-0.3495170609562634j),(-1.049216079529902-0.3117615151813865j),(-1.0394779454217558-0.38809709721418695j),(-0.9974614353357605-0.3410528418990554j),(-1.0790832534892025-0.4749445595775631j),(-0.9943244024099293-0.49717100172054207j),(-0.7583598513639502-0.7936963219486981j),(-0.7927829171694764-0.8376542746676695j),(-0.6203961152160887-0.9602409279221406j),(-0.5964259843687109-0.9494184109506252j),(-1.054919610785128+0.35163987026170934j)
869,(1.2267182051862273-0.9887971714637027j),(1.1217997622861209-1.022882017644253j),(1.4478210722116236-0.5800838614055138j),(1.4428732106506372-0.605681791031459j),(1.4115685808831056-0.45154036315947166j),(1.4044533322477275-0.5008992853465647j),(1.5187284200862556-0.29647560508328913j),(1.4778040431944175-0.3305604627531516j),(1.50577756757015+0.17697914330084388j),(1.573424432797488+0.22952086831326662j),(1.4552716055168933+0.4669876130761421j),(1.4673636958032343+0.43093855956683425j),(0.8204930306106551-1.289346190959601j)
870,(-0.052135162060614575+0.6050229440614711j),(-0.053103329582670014+0.6123354208416889j),(-0.31875296568447886+0.4997441939476139j),(-0.24083842387480453+0.5546169489020882j),(-0.30269416289200657+0.6018456861138732j),(-0.266098815970652+0.5280014588323614j),(-0.31849110385411145+0.5066396451955397j),(-0.3270778795440702+0.5074598318006368j),(-0.5301148391960219+0.33830226613361125j),(-0.5043954473887898+0.3822332932590192j),(-0.5664770508203658+0.2669467840386669j),(-0.5234472542489463+0.2740926425510648j),(0.11721329008723645+0.5860664504361822j)
871,(-1.1968261671662503-0.5318720526024099j),(-1.2128082023640911-0.45999545789322543j),(-1.0064794539847894-0.8027835790610132j),(-0.9713999216352968-0.816637252759974j),(-0.9704872824500244-0.9558221411077826j),(-0.9539064829864838-0.8793543817864636j),(-0.7923730683334909-0.9945674276121992j),(-0.8755531305949246-1.0037917540252503j),(-0.4983868499562212-1.1422007438030768j),(-0.43073871377379064-1.2062830502609596j),(-0.1713198373789915-1.2980249135428177j),(-0.2658713258546096-1.267156779477937j),(-1.289346190959601-0.11721329008723645j)
872,(1.172809330347038-0.33377900224077056j),(1.188392590376211-0.28305448750841355j),(1.193827721003992+0.19782614751505562j),(1.2143286348933566+0.1484977322674981j),(1.0984620050531857+0.20963035977259475j),(1.1911566163884786+0.20902235076170206j),(1.1516591624966128+0.29830357111898237j),(1.151320205162644+0.31207268897360263j),(0.8827048199300029+0.6452533021232539j),(0.9884586873983586+0.7175512395017314j),(0.8450390982736357+0.8632584434058858j),(0.8760692955666394+0.8445470670928809j),(1.054919610785128-0.5860664504361822j)
873,(0.048390269779224344-0.5841468524541504j),(0.06899053826628271-0.5604600806677831j),(0.2756554053184278-0.49105866121735825j),(0.1612136886962846-0.5124983324350791j),(0.24063278761683954-0.49151850878651615j),(0.2806991713091391-0.5365039197995977j),(0.3723237047508521-0.5211601993315755j),(0.3339479172304294-0.5427421574387813j),(0.47955773861750906-0.3726721984566181j),(0.546532008032431-0.32808715862644744j),(0.5869204859688106-0.30259120178613785j),(0.5122263265741596-0.25328909318393966j),(-0.11721329008723645-0.5860664504361822j)
874,(-0.6527633626734652-0.03077983237666439j),(-0.5600091596122995-0.051984263535790255j),(-0.5093973649812871-0.2424294245715782j),(-0.5865336022356357-0.2293918294290725j),(-0.4227726676649139-0.22860030278816074j),(-0.5387938447821375-0.2350606213924732j),(-0.4870830870602232-0.32841469565489484j),(-0.482763065791395-0.35155443068321446j),(-0.336415125165316-0.4508680342757599j),(-0.3936642848270099-0.46473907944007414j),(-0.3007210147654749-0.6064285406708145j),(-0.2348424599745437-0.5112420274989657j),(-0.5860664504361822+0.11721329008723645j)
875,(-0.7270267686993528+1.1497714114056865j),(-0.6662669670373373+1.2163805903842266j),(-1.0031853165949212+0.8815222666434204j),(-1.0138241108671309+0.8119014986021478j),(-1.0684661372536637+0.7810484348474258j),(-1.0764950330781808+0.8103097426755427j),(-1.158107294887543+0.7047307476546395j),(-1.1579761257641363+0.6658439952694662j),(-1.3837955508293203+0.24225220122894478j),(-1.3325624244329417+0.20849626430539647j),(-1.3483887584014824-0.02550934594502411j),(-1.3805148630375497+0.02139934778244656j),(-0.35163987026170934+1.289346190959601j)
876,(-0.8750225903400936-0.6446193537207161j),(-0.8864673023102749-0.6450369484298913j),(-0.6894977929613786-0.927339229652872j),(-0.631434646947824-0.8826025258062898j),(-0.6461647235451982-0.8666313392479645j),(-0.56820695770796-0.916843625398262j),(-0.4968750697719283-1.060832458719059j),(-0.524733896660647-0.9990792355450568j),(-0.09782382939441067-1.0927868493863304j),(-0.10177095265508393-1.0813776234740198j),(0.09938110212284453-1.0901781855649957j),(0.03551255489237576-1.1157086704460981j),(-1.054919610785128-0.35163987026170934j)
877,(0.7312611495206756+0.08459479010778898j),(0.8329036649281137+0.12258595409410601j),(0.6864029593783993+0.34274262519334053j),(0.7124405134518759+0.34380750234081625j),(0.7085225584926305+0.3652995094218558j),(0.7240278807282685+0.4197771414865561j),(0.6517084581959119+0.478465591184289j),(0.7015486973834838+0.5105456934777962j),(0.42546598462187707+0.7285839778944081j),(0.4389212809639832+0.6930002727204665j),(0.36644968275715234+0.8288425328149456j),(0.31736210795896974+0.7761840302671936j),(0.8204930306106551-0.11721329008723645j)
878,(-1.3884840658822462-0.042215578845970936j),(-1.356942382938468+0.021859871950383986j),(-1.2283678082406544-0.44085184829660307j),(-1.2798528853548046-0.44186092768775753j),(-1.2674599956318569-0.444350118257663j),(-1.223903709585559-0.5423112410081322j),(-1.1124044280496261-0.7206079945117864j),(-1.1672642965034499-0.6730458533203423j),(-0.8587702722676854-1.0339768450328513j),(-0.8660612512659243-1.0479032008627507j),(-0.7018555530494444-1.1176150385972807j),(-0.6528586085258921-1.134116848444646j),(-1.289346190959601+0.35163987026170934j)
879,(-0.8971636218418454+1.0596179081509591j),(-0.8940953050162156+1.0814722827015129j),(-1.150828859537946+0.6958358980889956j),(-1.2608923366639613+0.7399411595928963j),(-1.252774533434922+0.677787884056397j),(-1.215457049096267+0.6572934047635818j),(-1.2898949468773737+0.43300298710019663j),(-1.329443736406991+0.5269528145922403j),(-1.4497042779587141-0.0764176398622745j),(-1.4355638117124483+0.013962057936663403j),(-1.293610935726877-0.22232662219804658j),(-1.4262029045544855-0.21413496821396372j),(-0.5860664504361822+1.289346190959601j)
880,(-0.480640575883014-1.482337727429461j),(-0.42182473876994003-1.4715240897636632j),(0.06086056169270328-1.5605930331016185j),(0.10176604400112668-1.5169001489658642j),(0.10409900026057421-1.5040383543261275j),(0.1685195471976214-1.5265915808824526j),(0.2905428963921188-1.484290481725248j),(0.3452550873706876-1.5201369262519757j),(0.8433258609053254-1.320898644411902j),(0.826582291844103-1.27712111553281j),(1.0583702612668842-1.1475995847226652j),(1.0445537592219307-1.1183584780791878j),(-0.8204930306106551-1.289346190959601j)
881,(0.48164544159040673-1.2187804557090482j),(0.4706154344574972-1.2079599968804633j),(0.8247532124733405-1.0431040972110377j),(0.8171201349264351-0.998478139576001j),(0.8379674736295581-0.9742678902040008j),(0.835371458825485-0.9535958662202503j),(1.0200316019383184-0.7720692465854329j),(0.9620786472885391-0.8107802345917073j),(1.247820065088364-0.40945513212428364j),(1.1899389284521675-0.42515545365413754j),(1.2372642043158604-0.19921205109676754j),(1.2677543391457873-0.22008434081220005j),(0.11721329008723645-1.289346190959601j)
882,(0.47696645589966413+1.2295445561475506j),(0.5474985968536309+1.2539107558231992j),(0.04655790810651294+1.4026939875675821j),(0.0534571398572313+1.3954558620894701j),(-0.015953140328402456+1.3410975964214902j),(0.01837757187173296+1.3065340865351591j),(-0.21742388500760226+1.3031013078885005j),(-0.15492095862241573+1.3481765260980028j),(-0.5992940688274241+1.167809014344555j),(-0.5859726146050628+1.1784121203419393j),(-0.867593984309269+1.055912905172604j),(-0.8193172626999091+1.0905383635051902j),(0.8204930306106551+1.054919610785128j)
883,(-0.6579522339375278+0.9306784767922767j),(-0.6084747194225333+0.9453837992103437j),(-0.8878441739335435+0.678975241433894j),(-0.9310093538256934+0.6738272727283104j),(-0.8894694544988393+0.6178943669827268j),(-0.9537983781613333+0.5980871953985086j),(-0.9747809811581909+0.5244395632429284j),(-1.0015906795927625+0.4508539385135364j),(-1.0745429740917443+0.10990482754153723j),(-1.0886741156591933+0.11403871148792624j),(-1.1456808700183805-0.04798022515939733j),(-1.137485040243981-0.030897992138293945j),(-0.35163987026170934+1.054919610785128j)
884,(-0.6899833267633362-0.6334067239633063j),(-0.6846950814388475-0.5579371491706789j),(-0.5196183669481788-0.7325087582226615j),(-0.45533793157294866-0.7550115845053639j),(-0.4458330279897531-0.7754049121297245j),(-0.4413583640001438-0.7178258031394912j),(-0.27562406760043473-0.8731567854431733j),(-0.3229309951686342-0.8384026119001414j),(0.005209948840373072-0.877246655193924j),(-0.03359233986167367-0.8900336027424024j),(0.08688654936162596-0.945472519842539j),(0.12723877486771712-0.8657362416813745j),(-0.8204930306106551-0.35163987026170934j)
885,(-0.40276554154423905+0.17989044976114663j),(-0.4466593439322941+0.26425885567252644j),(-0.5072083421610055+0.06805432384227118j),(-0.5081362091628994+0.05140718591352203j),(-0.44792492356859576+0.005304955358742883j),(-0.49442875102872474+0.08943480584486252j),(-0.49125751730110373+0.0382297243746132j),(-0.4927841921282352-0.011131145423442098j),(-0.44638787714379086-0.13142957161871177j),(-0.4516084364556745-0.1671862939919621j),(-0.40051979379363173-0.28350944596449834j),(-0.4228580504070915-0.2538717144926524j),(-0.35163987026170934+0.35163987026170934j)
886,(0.6218644011073154+0.102408311341262j),(0.6109722831068504+0.02903718211414907j),(0.6107884314507688+0.23768299221400033j),(0.5383756718815443+0.21553219599514323j),(0.5371874906453445+0.33509659344088366j),(0.5385293569458275+0.2824452967689889j),(0.40798296877722656+0.35904677215562797j),(0.501782375343188+0.31288231220805446j),(0.3866304016708039+0.47232067265699856j),(0.34946166718150123+0.5399368509490042j),(0.3966354872778539+0.5256857056185437j),(0.30510588245274506+0.5325429918398696j),(0.5860664504361822-0.11721329008723645j)
887,(0.6602499905145838+0.7062390950796154j),(0.6332898536246794+0.7812307782833388j),(0.33640227700491454+0.9392443993589282j),(0.33944242710002104+0.9782284149424113j),(0.20554731633519546+0.9386491074487086j),(0.31758476246084977+0.9574362732276492j),(0.18174701567753093+1.0341741220587684j),(0.17784216780088813+0.98842643914961j),(-0.17869920008980644+0.9318597306068475j),(-0.2154446869042324+1.0135297909153453j),(-0.3789936669481915+0.8989797818366565j),(-0.3486162789140953+0.9856328349270133j),(0.8204930306106551+0.5860664504361822j)
888,(-1.494774760571135+0.48092346323908824j),(-1.4606724886433002+0.4602410194864588j),(-1.5405713523475058-0.0809718738385746j),(-1.5654720982665955-0.03551412598974604j),(-1.4964862660302478-0.17261264561140013j),(-1.5253057276355013-0.14025896353854544j),(-1.4525544787456697-0.333993689837378j),(-1.529620188876867-0.3385706033149749j),(-1.3069494496645657-0.8259479200202092j),(-1.2555401531394892-0.8442074465736373j),(-1.2006408097169443-1.017759001138591j),(-1.1483545253822836-1.0356939407690273j),(-1.289346190959601+0.8204930306106551j)
889,(-1.421319013353183+0.2613190189573484j),(-1.3895259486723002+0.23898562186136313j),(-1.4201295248554462-0.25330882507112956j),(-1.4120656198992818-0.26017432299619214j),(-1.348770472292747-0.2977544050569704j),(-1.4132794006254172-0.3104687001589839j),(-1.2580875956120559-0.41271738789718815j),(-1.3027151374484511-0.48480394495579265j),(-1.110539832498575-0.8751025382962033j),(-1.0351347677756173-0.9159277869130384j),(-0.925130909096515-1.095396609345895j),(-0.894720976030975-1.1048841149897006j),(-1.289346190959601+0.5860664504361822j)
890,(1.294043013016789+0.03330928232333813j),(1.3006943020345143+0.005156814809129704j),(1.2420359083099726+0.4573288578692322j),(1.253136969337427+0.41713494120447103j),(1.321724743659805+0.4813075828315414j),(1.2460142917346475+0.5136221393101962j),(1.250234217874727+0.6686488480566032j),(1.164968089487325+0.6632552184193375j),(0.7716582721926344+1.0043257005157509j),(0.8384098188624447+1.0283878786071108j),(0.6668343904184258+1.171860306439308j),(0.6671326130452775+1.1894171205028174j),(1.289346190959601-0.35163987026170934j)
891,(0.3128725958434978+0.46114301609350206j),(0.2477915304560012+0.4222358524543821j),(0.09082075495866858+0.5073785218652856j),(0.049565861798450114+0.5090704681382789j),(0.06821885887478947+0.4661339489194077j),(0.039827889767459684+0.49735064050231265j),(-0.01837673464047221+0.46365473082244485j),(0.033191655185461716+0.4936060221006761j),(-0.16942214258796007+0.4691581533178171j),(-0.18872688777577493+0.47408462826474973j),(-0.1687816010998639+0.39950415383563653j),(-0.24072927971586408+0.3851108303899258j),(0.35163987026170934+0.35163987026170934j)
892,(-0.9232841543431535+0.38866513909863587j),(-0.9635428824797719+0.36267993662956705j),(-1.0075717516218143+0.027483305552124075j),(-1.0321978758698915+0.018427069252228284j),(-0.9064087878817619-0.06057290257016857j),(-0.9957535095271294-0.06644418774283j),(-1.0172085374163948-0.21773569326003953j),(-1.003155738212072-0.16762482148734262j),(-0.8046084502968791-0.5255747966913156j),(-0.8777648061666464-0.4924347899510092j),(-0.8016918115573393-0.70044329862669j),(-0.7912816434530324-0.618027742952493j),(-0.8204930306106551+0.5860664504361822j)
893,(1.4609597889008725-0.4568945925778012j),(1.497273049217797-0.41644393410336517j),(1.5863557280967924+0.08981905350442936j),(1.5495720618956113+0.0593809802835831j),(1.5202619560402024+0.13425804138492986j),(1.5422489660213794+0.16431641491620125j),(1.439475473674991+0.41285815017764016j),(1.4682006705592134+0.32194667923306j),(1.23528873695358+0.8049995578151132j),(1.3136574993832533+0.8838429141067833j),(1.114506225147376+1.1307333758243967j),(1.1294222125614235+1.0544067581724985j),(1.289346190959601-0.8204930306106551j)
894,(0.1621092018926989-1.2506525294863668j),(0.2589441554820373-1.2877036480546502j),(0.620341580990436-1.1150732959225773j),(0.6186293014609603-1.1027310356279219j),(0.6978664171942008-1.1692919078013049j),(0.6524652845609694-1.046852514137387j),(0.7785962411598499-1.0241695969262867j),(0.8089699473309165-1.0032930534710571j),(1.1830739038160347-0.6334384275923499j),(1.101929133502217-0.6491661536384575j),(1.1652166312168615-0.4432254177826424j),(1.194972523582212-0.44393781056726983j),(-0.11721329008723645-1.289346190959601j)
895,(1.1997051569838393+0.4241767496167624j),(1.181762000289961+0.4718222566153947j),(0.9826048869692403+0.8367360122179409j),(0.9851293613021431+0.8240835093258859j),(0.9525807001846113+0.8781971599479255j),(0.9476111968501917+0.912034723903412j),(0.8205269333831803+1.0317804272846092j),(0.8043435504749815+1.0049969236322915j),(0.4211922535893064+1.1822451998633354j),(0.4008826222530195+1.2456622052056088j),(0.2049089003718193+1.1971908544641228j),(0.21823997728016725+1.2524400534401305j),(1.289346190959601+0.11721329008723645j)
896,(1.419879214813424-0.17468503024222135j),(1.3798374634330393-0.1823015655073656j),(1.4114692770170263+0.22747922695310946j),(1.3923342678637032+0.26207535444817825j),(1.4127289637511646+0.34468518950164967j),(1.4008018571301786+0.33270590200840794j),(1.2348635414247742+0.5469622253726986j),(1.3110893327989173+0.5008723926784635j),(1.0896049334221114+0.9490205239835324j),(1.0578565979218033+0.9159816839004511j),(0.8137830183063528+1.1678617563138851j),(0.903608494931941+1.1239300708030753j),(1.289346190959601-0.5860664504361822j)
897,(0.5475122543373687+1.2617378135853148j),(0.5081656027216426+1.23862397378569j),(0.017863093442670654+1.3300105167596272j),(0.07387628251790018+1.3132882576337566j),(0.019279532813200734+1.3494766436039785j),(-0.001580086176120361+1.3219091804350973j),(-0.2501264974358878+1.3017151053976628j),(-0.18394937834471242+1.3410138652707244j),(-0.6027539052908267+1.2063931470994718j),(-0.6129909446244906+1.2022365681377387j),(-0.7266678989485256+1.1297757973372253j),(-0.804262881830009+1.0521436872702237j),(0.8204930306106551+1.054919610785128j)
898,(-0.8126202651310117-0.11901021102818811j),(-0.7941982864040786-0.148560273608625j),(-0.7461538767856527-0.41520103724522683j),(-0.7835782948578467-0.36551098708147395j),(-0.790396912245771-0.38384478926371507j),(-0.7898178311802501-0.42328836438718176j),(-0.692957805120382-0.48096461919904077j),(-0.6782137102838971-0.5415229327624297j),(-0.46676595814725946-0.7178180825532087j),(-0.43472599944657675-0.7422847688495773j),(-0.3404377911764776-0.7467802990124114j),(-0.2917102115226712-0.7799723633537389j),(-0.8204930306106551+0.11721329008723645j)
899,(-1.26810781411863-0.30083429242638543j),(-1.240095362057084-0.250679189703855j),(-1.1866816317846196-0.6669825731070513j),(-1.160747162985228-0.6066553191915135j),(-1.0856022999736006-0.6774722618799711j),(-1.0813068027213726-0.6640872895365877j),(-1.002549526804493-0.8161271789086546j),(-0.9769186614116055-0.8099036528631359j),(-0.6244508614432381-1.084431333247751j),(-0.6522958577654481-1.1210906901694804j),(-0.4636240324206182-1.197040066352642j),(-0.45112846368033105-1.1849421879290452j),(-1.289346190959601+0.11721329008723645j)
900,(0.9124809414376911+0.870815244790592j),(0.8443679805448134+0.8132029679913125j),(0.5306768379587853+1.1241795758937858j),(0.47304272467568165+1.0811050467668255j),(0.46145789713516233+1.0931463790906863j),(0.4832725569865532+1.1443027118266005j),(0.3259511659099234+1.2246856688886865j),(0.2696320643345711+1.1434830429939469j),(-0.06784409875321024+1.2007353136846968j),(-0.051815756771026504+1.2137686841424675j),(-0.27465464135491+1.1568414725108354j),(-0.30574940732000144+1.1301948348100272j),(1.054919610785128+0.5860664504361822j)
901,(-0.788578390324351-0.372508468460323j),(-0.7442664072673391-0.33543934951819654j),(-0.6273912047913024-0.52885099454091j),(-0.6214224386799608-0.5358089993407283j),(-0.5707899640210466-0.5308781301450195j),(-0.5640996801108054-0.560118701644548j),(-0.5582817690232865-0.6959877443723471j),(-0.49623643263735484-0.6405274764498523j),(-0.29263034362467516-0.8392329878487842j),(-0.218956422785295-0.7727408869718763j),(-0.11728755951527259-0.8487254192417838j),(-0.11549904868229201-0.8008839820551389j),(-0.8204930306106551-0.11721329008723645j)
902,(-0.017706414274624178+0.5599923965754732j),(-0.021062710214460212+0.570282310274473j),(-0.23216838361388362+0.47962368802183597j),(-0.23800814748146595+0.5560819769426286j),(-0.283086558142749+0.5636926616711246j),(-0.23814270089064973+0.5023649753086747j),(-0.372371448035845+0.46954046893712476j),(-0.3351711870089587+0.49715025419748843j),(-0.41987167015807464+0.2999400348214639j),(-0.48454513080991246+0.3348584501821956j),(-0.5599993846701916+0.24765309610188663j),(-0.515351758069926+0.2570422905007762j),(0.11721329008723645+0.5860664504361822j)
903,(-1.0502205889761287-0.9056641033716709j),(-1.03835363643749-0.9109160368030702j),(-0.7279477816969228-1.2297808451122412j),(-0.72198499207401-1.2385206879906736j),(-0.6637323111731304-1.3016531407328247j),(-0.6601402375043534-1.2365709696772504j),(-0.5373977921156915-1.2531105067171244j),(-0.546078292232329-1.3301575814318571j),(0.01040332172976324-1.46297065242638j),(0.004446667655926004-1.4028062423435699j),(0.19049017435027027-1.3912198290761013j),(0.21247066706353923-1.3911194200586574j),(-1.289346190959601-0.5860664504361822j)
904,(0.3969872690539946+0.9152833817024514j),(0.3535042226816566+0.9389081126410513j),(-0.01973011689892868+1.042904228033429j),(0.009760212777465103+0.9935391551491967j),(0.0830586153770259+0.9674309767882959j),(-0.007578885340566697+0.972894413131877j),(-0.19679501757814516+1.0828212457760558j),(-0.16911173714431607+1.0206177911620324j),(-0.5526087891117+0.8560931175380553j),(-0.5291119437792849+0.8598864470547859j),(-0.6655744552406495+0.7362602226590569j),(-0.6805286184440966+0.7522108524708122j),(0.5860664504361822+0.8204930306106551j)
905,(0.6440665266977379+0.7950810296207926j),(0.6120289741010931+0.8267806379570797j),(0.3636870618263098+0.9682431328790024j),(0.38550166014952647+0.9617770741165254j),(0.2675552029814707+0.912202119389295j),(0.3208531005079844+0.970363138531852j),(0.12461147107811171+1.0043472161959084j),(0.18659619775205372+1.0040326716460848j),(-0.16042853913149988+0.9965839690456764j),(-0.21008362266867073+1.0289209048978587j),(-0.36096106802848843+0.915928423906647j),(-0.3899160162042613+0.9286786370279395j),(0.8204930306106551+0.5860664504361822j)
906,(0.9484816197212315-0.3696570923609143j),(0.9643648729588213-0.3376930109641115j),(1.005142110604481+0.0077110152186561955j),(0.9786713962670355-0.03409756366619317j),(1.0299442813130517+0.07618825984663476j),(1.0326433921408409+0.046622152769024386j),(1.0013760714198556+0.19718956877473287j),(0.9732644373336248+0.15500851634988272j),(0.8873438959854485+0.522177596195153j),(0.8568657182688303+0.5011805282782843j),(0.750259959470529+0.5925206526805351j),(0.775583221573302+0.6671348198381446j),(0.8204930306106551-0.5860664504361822j)
907,(0.774045605424699-0.42697259476450494j),(0.7324536086163616-0.4596014659206143j),(0.7047760543475832-0.19247508237124242j),(0.8162135800035891-0.13697990427185344j),(0.8420344671391303-0.11995937731329673j),(0.7977774361659329-0.13321679292668764j),(0.8864424263069903-0.05863139000401739j),(0.8391510593145638+0.003172498986225591j),(0.7527783730102547+0.2848233914441477j),(0.7940783717739162+0.29422036398259216j),(0.7100798466918705+0.41505662699808926j),(0.709705183754774+0.41629079591111096j),(0.5860664504361822-0.5860664504361822j)
908,(-0.3130790508022561-0.9487478725490543j),(-0.360768189691962-0.9185855794793014j),(-0.05792200338095314-0.9942223701843669j),(-0.017742021227601663-0.9762422704545551j),(0.06276618441642448-1.0280727320784464j),(0.015456301759637615-1.0136401688904528j),(0.21645700559608688-0.915275680885993j),(0.14736847755275986-0.9894755187199763j),(0.5261386994994551-0.8137138900430132j),(0.49491175280844246-0.8709943162810462j),(0.5897561314039431-0.8210115318831908j),(0.6516122020040847-0.7889490974775847j),(-0.5860664504361822-0.8204930306106551j)
909,(-1.1795562363354302+0.9556867337388636j),(-1.1669944297987807+0.9852704506054394j),(-1.4952635383355461+0.5419122556040126j),(-1.4139994213307274+0.5936866739775837j),(-1.4217531947085211+0.49909124238191555j),(-1.431179073703249+0.5241119838846238j),(-1.4845423584035484+0.3446505960873108j),(-1.4868631874215625+0.3568448621964275j),(-1.4698227345093686-0.2070905015101306j),(-1.537531952056189-0.1854739815566276j),(-1.4198030448415193-0.4591315304101087j),(-1.454046724140407-0.48931838186168924j),(-0.8204930306106551+1.289346190959601j)
910,(-0.4144796971583413+0.26297661441363446j),(-0.42673207081192266+0.23742350104230064j),(-0.5170735986311483+0.050405689604867764j),(-0.4680163718847302+0.06882165331639596j),(-0.5006572631467782+0.10287109630320809j),(-0.49570081097928137+0.08706946888942757j),(-0.5662268519136429-0.04794931013053709j),(-0.4920136327436544+0.012277435254234753j),(-0.4166264988761102-0.1817661936164308j),(-0.4970516104400397-0.1274502124461725j),(-0.4418480532620713-0.2408590327834917j),(-0.43748978310863806-0.2523574147624089j),(-0.35163987026170934+0.35163987026170934j)
911,(0.006140890839249048+1.0936659798628046j),(0.0323613919081307+1.098530254641125j),(-0.31055081598985024+1.1852550401904742j),(-0.28569425735868703+1.0612469166131329j),(-0.34507779430901975+1.1044798196396601j),(-0.35996349114620724+1.06714934161956j),(-0.46976620327828106+0.9288831909553122j),(-0.47901174608390784+0.9438459869356529j),(-0.8436874873461676+0.8254100801047783j),(-0.8117146474147839+0.7775651622567227j),(-0.9448003642167837+0.5717244318400208j),(-0.9234419950802795+0.6358779405775323j),(0.35163987026170934+1.054919610785128j)
912,(-0.17137563838198208+1.0251444534966343j),(-0.18221724640651732+1.0464910746799105j),(-0.4915115930932811+0.9988104054288645j),(-0.5319616198184959+0.9690686980081216j),(-0.5583052692523305+0.9153928706820869j),(-0.5624367537327291+0.8786757969075122j),(-0.6499810766502571+0.8097802836695976j),(-0.676611144486167+0.8926556068616531j),(-0.8929239252897121+0.46534828695912545j),(-0.9007720958036185+0.5669882858653837j),(-1.0701180842987097+0.37740989072261705j),(-1.0326398102153183+0.3607049460192668j),(0.11721329008723645+1.054919610785128j)
913,(-0.30907181679194035-1.1772882555748438j),(-0.26300282837725536-1.1678575187069016j),(0.2040977064209855-1.173442219784909j),(0.12331233495959389-1.1964708652128337j),(0.18493151116158782-1.1820743261763689j),(0.18490647367579763-1.1722288989193321j),(0.35275027261756076-1.149412777822499j),(0.35280186328038876-1.1416190268374469j),(0.72508526974647-0.959760155802547j),(0.7429768180750252-0.9861969166524204j),(0.8976916662497996-0.8595155279654899j),(0.8861476236340304-0.8298060421586713j),(-0.5860664504361822-1.054919610785128j)
914,(-0.5798563368575977-0.9646913764844981j),(-0.5714932207691451-0.9965490326477674j),(-0.2056921240195958-1.1283446315552608j),(-0.20613726552278522-1.1744626081967335j),(-0.14582548041395274-1.1543800679071183j),(-0.16117423863065136-1.1574291326394313j),(-0.05149685545306102-1.1762438540775118j),(0.016668396089574572-1.1632755017913965j),(0.41950375275699286-1.1167314256851848j),(0.3942365604282426-1.1056343602342145j),(0.5798101852629741-1.0700988797210425j),(0.6037854497470676-0.9867696381892437j),(-0.8204930306106551-0.8204930306106551j)
915,(-0.11007987676642922-0.9572756029225232j),(-0.113803370426238-0.8829730606335944j),(0.13024056141631735-0.8178639707408898j),(0.183720218225072-0.9008029552440306j),(0.35138002049116457-0.8654580295497306j),(0.21985171560781536-0.8369281905437755j),(0.25673368180662887-0.8146080558958684j),(0.39551398692593687-0.8180573118548025j),(0.5455314245831079-0.5990627437631958j),(0.6223845416799402-0.6438541021741809j),(0.69256674832838-0.6022352945333985j),(0.6851346969303523-0.5296701205424804j),(-0.35163987026170934-0.8204930306106551j)
916,(0.45013446180407174-1.1948778411547958j),(0.45835127913265433-1.1815400016235056j),(0.8108293252384224-0.9203328979401393j),(0.8702459388426922-0.9832988289007807j),(0.904886842878091-0.8975066445745169j),(0.9039611677657877-0.9393413114233023j),(0.9767224352402764-0.8885838957363074j),(1.0112124689429598-0.8058846108704563j),(1.2198095305574062-0.39223033658026607j),(1.222898802901522-0.42863862401494734j),(1.330923618675208-0.29586145889138576j),(1.278788505081299-0.24887997998031539j),(0.11721329008723645-1.289346190959601j)
917,(0.05770150699346789-1.3296127148625392j),(0.022986630928923803-1.363370667783398j),(0.5203532847096067-1.2545438295751485j),(0.42674667522650317-1.2638816070840893j),(0.5331358758985233-1.3051776981884249j),(0.5368579915475958-1.2465280058777168j),(0.6385190392975645-1.1302933184927944j),(0.6301646824502122-1.17253984193432j),(0.9604391930337102-0.8610751898270844j),(1.0099602762539266-0.8863419072741789j),(1.1133500781726768-0.5600331919140641j),(1.1570052697568705-0.6761170759250504j),(-0.35163987026170934-1.289346190959601j)
