,Sent,Received 1 Low,Received 1 High,Received 2 Low,Received 2 High,Received 3 Low,Received 3 High,Received 4 Low,Received 4 High,Received 5 Low,Received 5 High
23,(0.1543033499620919+0.4629100498862757j),(0.03911547187093579+0.4915499900414441j),(-0.028252288938571804+0.4203388482105228j),(0.02340029533792512+0.5410859533106349j),(-0.009186046466075688+0.46975425545513894j),(-0.2411045486749829+0.5074339528856882j),(-0.23626196819437015+0.4460604051214177j),(-0.32621674084168706+0.35538561070939223j),(-0.3809899519691748+0.37288444382050484j),(-0.4069848928050014+0.24528698126918716j),(-0.4107648201754735+0.24941246314074556j)
24,(0.1543033499620919-1.0801234497346435j),(0.4853579954127845-1.0561100676751471j),(0.4145374243864866-0.990165372302787j),(0.5566990382240097-0.8798704328511457j),(0.5053739102891359-0.9281373486329493j),(0.8785733524555803-0.7316242900441896j),(0.8587906992118458-0.6677155611101844j),(1.0557809393168915-0.3789187128582974j),(1.0845880267337304-0.26295793526238487j),(0.9911954458572017-0.1395018604826002j),(1.0846424785664117-0.15043086791827903j)
25,(0.4629100498862757-1.0801234497346435j),(0.7737167940504599-1.0579292121659845j),(0.751344091948274-0.8437162778998464j),(0.9406587854919997-0.7923723594711066j),(0.8856487104347105-0.7997651419513098j),(1.1122307677144927-0.3307500351541559j),(1.0901389956824536-0.40920805829252027j),(1.138191276047136-0.0562119989435117j),(1.212612133465304-0.043907276859563346j),(1.2172803870355484+0.2552884135591015j),(1.1661616183972945+0.14909684113029187j)
26,(1.0801234497346435+0.4629100498862757j),(0.9966590081463572+0.7875324996719282j),(0.9542056375257132+0.7173221822704856j),(0.7051752142915656+0.8319404814302065j),(0.7216274771999838+0.8656622774156254j),(0.4876101043977367+1.1289182834878155j),(0.4460716345176411+1.0667685244854275j),(0.06618507435909274+1.0932511264760092j),(0.005303667856768706+1.1926482671594794j),(-0.17126020775262155+1.1663726716687624j),(-0.18405837833627867+1.1952103754654886j)
27,(-0.7715167498104596-0.7715167498104596j),(-0.4666941614034904-0.9136056484753644j),(-0.5199530215808361-0.9884415810892255j),(-0.42049865698452693-1.0186762054855187j),(-0.422149128278075-0.9979080087060094j),(0.03196017342401535-1.1247147535561735j),(-0.004220768591204284-1.0698389292505566j),(0.46729547464602406-0.9641611585250441j),(0.37765659485607084-1.056552942395779j),(0.5796648449602556-1.0323563219035412j),(0.5483015140028817-0.9180240883436288j)
28,(-0.7715167498104596+0.7715167498104596j),(-0.9356970866084108+0.4904215371992064j),(-0.9806641690871714+0.44323667576021386j),(-1.0160397956508815+0.3193870313248834j),(-1.0129008580404826+0.404657307690378j),(-1.1345393243920017+0.01458781014831477j),(-1.1077151207827982+0.01365353347581343j),(-1.0249890821177425-0.3240514583057134j),(-0.9851858226984566-0.3778819347997475j),(-1.0005803828084376-0.509840842665096j),(-0.8735951319177098-0.613405661234175j)
29,(0.4629100498862757+0.7715167498104596j),(0.2366037798171975+0.8796705367249392j),(0.23816475529688508+0.8863382373005121j),(0.05964589771164771+0.8946781427937771j),(0.13505300681669946+0.9334547241764455j),(-0.280953889428869+0.8314838870198383j),(-0.29699775999892086+0.8649014545523503j),(-0.48505813082901145+0.6926661346143125j),(-0.48986247678298894+0.7430680082878314j),(-0.7074119401231209+0.6934495596189907j),(-0.6633159688754148+0.7128885669788902j)
30,(0.7715167498104596+1.0801234497346435j),(0.419129395914338+1.2167324997044764j),(0.4361935802578404+1.2935177742891413j),(0.364851694388164+1.2544726454176471j),(0.1973931766515394+1.3700076293796684j),(-0.17865750644308503+1.264312958412045j),(-0.179418103791511+1.3378012649893116j),(-0.7217858123089875+1.1205904115208036j),(-0.6657629142437608+1.1996073324250092j),(-0.8100802881229726+1.1113709969787398j),(-0.85497176186068+1.0153756567263816j)
31,(0.7715167498104596-0.7715167498104596j),(0.8719324238844768-0.5848476079552928j),(0.9345491049457775-0.5356303703094583j),(1.1107701950843405-0.4065340985391425j),(1.0607880272579278-0.4061632219232887j),(1.1033150723146308+0.0010316096375515425j),(1.1414042984575474-0.10715346707808832j),(1.0173342848059859+0.2821794676622964j),(1.085415559508287+0.434031025444931j),(0.930466233513914+0.5934463482161048j),(0.9610900487692381+0.4839409089212614j)
32,(-0.4629100498862757-0.1543033499620919j),(-0.4644281592352427-0.2894594902569475j),(-0.40862921881480607-0.3162361464137723j),(-0.32986688795209196-0.38111712076460325j),(-0.3900353569653864-0.3681517262851788j),(-0.18308444063253987-0.44260141903857986j),(-0.2083376442306731-0.4218231926043363j),(-0.12406424124737392-0.44612581317207334j),(-0.02648953962814541-0.5371997584576487j),(0.05819037175977067-0.5985404529091983j),(0.05817034722974104-0.4694527551229797j)
33,(0.4629100498862757+0.7715167498104596j),(0.31200844337046935+0.7272287429416653j),(0.2874310425065241+0.8518638267045555j),(0.09336935453762434+0.9088815119531872j),(0.0942495770671418+0.8794092169868818j),(-0.20584970385278076+0.8767305641766027j),(-0.2831078575376651+0.907248843731043j),(-0.5041409783497477+0.8002586782443752j),(-0.4849712275009501+0.6963898779625285j),(-0.6661881448702293+0.5785016372088305j),(-0.664782842126482+0.6192785152415118j)
34,(-0.1543033499620919-0.4629100498862757j),(-0.029194759327388006-0.5371353421388327j),(0.009275305198571122-0.5148721467111578j),(0.01992801472668352-0.50507249027443j),(0.049386662727368184-0.474211930401634j),(0.2563767961406181-0.41167381336300873j),(0.20108994785863699-0.4442536244157081j),(0.29067618215444185-0.32529979997207964j),(0.3866126710203562-0.3800796043338966j),(0.34677660938927657-0.29212262510509995j),(0.4042374398319626-0.3053711752875717j)
35,(-0.1543033499620919-0.7715167498104596j),(0.15069793991066766-0.7699479991440091j),(0.01832345823750285-0.7661661327158132j),(0.09433907386650844-0.7596147719281733j),(0.19974194003161835-0.7598826032211747j),(0.43898779907668833-0.7374356360244154j),(0.47187240012543813-0.6449329286773722j),(0.568488233064569-0.42190504393434164j),(0.6658255796257119-0.44529909000103285j),(0.7955902561662851-0.3041988603694232j),(0.6809693711914607-0.306576065756693j)
36,(0.7715167498104596+0.4629100498862757j),(0.6255999065582675+0.7421968321804033j),(0.6185853196901915+0.6946602137137585j),(0.4838707821017243+0.7756191296681904j),(0.5321618415679389+0.7209846123019085j),(0.2689469542701415+0.7309934376288405j),(0.2188917213414195+0.8556577383020179j),(-0.04798857750183396+0.9027379463570029j),(-0.11689083362675315+0.8448678321122226j),(-0.37607881783201746+0.8723532484162785j),(-0.30136358242347405+0.7931501882060229j)
37,(-0.1543033499620919-0.4629100498862757j),(0.013161240046982867-0.5014504388333958j),(-0.046397783920552105-0.4742215860191508j),(-0.0632941563918944-0.5661243051544833j),(0.06984357484117303-0.5292629722252608j),(0.13830061496471552-0.4428244324188965j),(0.23536044099067613-0.4550291973558592j),(0.4119098577568408-0.38124007804608095j),(0.29956802198390386-0.32733867564014846j),(0.5599171024244082-0.2832908550945364j),(0.4200658431341087-0.2597089951357156j)
38,(0.1543033499620919-0.7715167498104596j),(0.35275574499151957-0.8007758803932997j),(0.3690503335808733-0.7111893720493755j),(0.5057928985698019-0.6013631145281049j),(0.45600447623996293-0.6737491017610074j),(0.6347083371643275-0.45162597527307685j),(0.6828667532748116-0.3933181321273991j),(0.6984002499555416-0.25026434993478697j),(0.7454739602340706-0.22915605934362338j),(0.7545518817912398-0.07571996406892878j),(0.7430759623369725+0.044184964439561464j)
39,(-0.4629100498862757+0.7715167498104596j),(-0.6548760371406591+0.5814787311881426j),(-0.6728620578557795+0.5737661016513709j),(-0.8460965471538546+0.48814256092920844j),(-0.8183651148528005+0.5069149790105755j),(-0.8920887333492432+0.2533980606417335j),(-0.8036844293466546+0.252107640717831j),(-0.8805034819184858-0.19413008593679087j),(-0.9003196005025182-0.12397590102731076j),(-0.8878651735239966-0.16741909423825518j),(-0.9220053027583709-0.2823135608557795j)
40,(-0.1543033499620919-1.0801234497346435j),(0.2113116562464348-1.165327687129058j),(0.08492688244134326-1.033169252991472j),(0.2978438819110628-0.9851359263721456j),(0.2811131146296122-1.0777771505803118j),(0.6678664111294347-0.7970321616257822j),(0.6911313473762944-0.8386695908298628j),(0.9481920586859064-0.5687628894357132j),(0.868905589127644-0.529718326821662j),(0.9246043620268525-0.4103572769233903j),(0.9968648789334489-0.4763424736322732j)
41,(0.1543033499620919+0.7715167498104596j),(-0.013803185390987655+0.7304598574403844j),(-0.07945174718773892+0.7863424510923747j),(-0.18060703643275583+0.7613208345161734j),(-0.11991982691275292+0.7455396539352978j),(-0.3972668924945997+0.5850053545353369j),(-0.4435373312989317+0.651259746901709j),(-0.6390483271999039+0.4485654012899145j),(-0.5817367559633224+0.49255927018091283j),(-0.6232159799130611+0.3045324965700549j),(-0.7108712566340163+0.3905291907484335j)
42,(-0.1543033499620919-0.4629100498862757j),(-0.06957621605208353-0.507328247997488j),(-0.010969752455013984-0.4411184191887771j),(0.1397096063760634-0.43329531272712j),(0.07546774951510814-0.45020317181664915j),(0.08377403589094021-0.4934096256568825j),(0.19620342266873683-0.38947195705612125j),(0.40574086530889336-0.35603171350859336j),(0.31039792469328004-0.35808227660066555j),(0.4519557063642663-0.24723162483247232j),(0.45098236991037066-0.25109900014138714j)
43,(-0.1543033499620919-0.1543033499620919j),(-0.021453924443832664-0.270999403481227j),(-0.16021424965931674-0.1950412270067563j),(-0.15459617774948148-0.1545552395077892j),(-0.0752208300329578-0.22527996312375712j),(-0.05186344287408425-0.25483615461035664j),(0.011092639616744926-0.22304394063372385j),(0.08221568220243991-0.1579256904151707j),(0.036606014512805984-0.2337375307221363j),(0.075150251676531-0.16446263105683528j),(0.12682256560080482-0.2131742739486916j)
44,(0.4629100498862757-0.4629100498862757j),(0.6447561844918052-0.3547790604000561j),(0.5373830626901211-0.31711093215333663j),(0.6319478506508556-0.24251170078528528j),(0.5740428846941068-0.20581169756948364j),(0.6499466397151273-0.049887760689504276j),(0.642689153520121+0.02136461270351472j),(0.5506370138979196+0.25714053606981496j),(0.6378041228154717+0.19997462958150816j),(0.7349655475662324+0.41828256596748403j),(0.588968849863743+0.3531543066766162j)
45,(-0.4629100498862757+0.1543033499620919j),(-0.5133940349836933-0.06211792253293702j),(-0.4634775482193721-0.008968641084946598j),(-0.4159126451984359-0.1298821792598926j),(-0.4637101189761039-0.11876164810641997j),(-0.45158716254389736-0.17894338016768507j),(-0.4021556590579811-0.2060073243776152j),(-0.3473090713531989-0.3388128116402219j),(-0.3157639629704084-0.3334763950344091j),(-0.3266319991585806-0.4425326101963873j),(-0.24751951095141422-0.44215953981431766j)
46,(0.7715167498104596+0.1543033499620919j),(0.642654229230287+0.380872081005261j),(0.7044334191248058+0.3380867663702129j),(0.6756728583103728+0.44975673726499477j),(0.6299647565553252+0.4421146814754054j),(0.36523856937437915+0.6683499337246953j),(0.41149929575774136+0.6360737588886782j),(0.1043676234016161+0.7193615548007509j),(0.1719450252340635+0.7882298880673002j),(-0.07643613758652032+0.7330138544409658j),(0.015711586134673418+0.836564709513895j)
47,(-0.1543033499620919+0.1543033499620919j),(-0.17060466308689023+0.10954953446569744j),(-0.17611833318279635+0.12447207164673164j),(-0.24413083467506622+0.11368246745992497j),(-0.22490114633443709+0.1013442678389849j),(-0.13899454477634438-0.053139442600154234j),(-0.23571292642437727+0.04610574277303186j),(-0.3187138347493506-0.017200072234499285j),(-0.1764322942878313-0.059434330656514794j),(-0.20840260729765095-0.03886921396063636j),(-0.2141481796907788-0.06472918086807081j)
48,(-1.0801234497346435-0.7715167498104596j),(-0.8942091411067966-0.993782926361029j),(-0.8530688838192801-1.0183834028111716j),(-0.5830365892581602-1.1525985802555172j),(-0.7099647000208585-1.1608828261307025j),(-0.2504113112286557-1.3773034610334947j),(-0.18936176279955802-1.3610432952130032j),(0.13223083002904107-1.3098565450367323j),(0.2967650949110194-1.2656547369734712j),(0.3712604911280127-1.0852233208319229j),(0.46270290352521937-1.176486107167687j)
49,(0.4629100498862757-0.1543033499620919j),(0.5511268997602804+0.017295461057147438j),(0.5054166509535264+0.004031026728022979j),(0.4405451191052415-0.0200758469970045j),(0.4550232309138271+0.09924889979020904j),(0.5240188595328007+0.13640383401950623j),(0.4294672092944426+0.22932919056898415j),(0.3819166652900674+0.38183014928807574j),(0.3661886615137668+0.35850717056794845j),(0.29811636198099495+0.3645872421287289j),(0.2952104556566772+0.4509717646631823j)
50,(0.1543033499620919-0.4629100498862757j),(0.255429850708078-0.42893927282323074j),(0.288354032693268-0.42439863424398094j),(0.2799043786823397-0.350664491155114j),(0.3245481221796008-0.34586326673874196j),(0.46529848941578916-0.06402797724653686j),(0.4520841362641696-0.2054268018650714j),(0.4534302308599921-0.04194545829863183j),(0.4747702647544422-0.03424968846390668j),(0.3367014441996791+0.033594580503896077j),(0.48216565173778647+0.07476248435197977j)
51,(0.4629100498862757+0.7715167498104596j),(0.1588086020608656+0.8945760642591852j),(0.2177116093908134+0.8600550854346874j),(0.1777287703537712+0.9135417718552773j),(0.11018826200074208+0.8999059054316346j),(-0.13157656946325708+0.8560495112361888j),(-0.205063926888678+0.9380348576990973j),(-0.4018227653674304+0.7282171391125558j),(-0.47420276763312963+0.7346516899805123j),(-0.6978620776778217+0.5509376874181048j),(-0.6079064411584935+0.6939513807351463j)
52,(-0.4629100498862757+0.4629100498862757j),(-0.508149726965738+0.33570293193535816j),(-0.6456703615188402+0.26284257789039706j),(-0.5576988291592162+0.1984469980194823j),(-0.6780680430553563+0.20835526799565324j),(-0.625073327767825+0.009236319325687463j),(-0.6456605339239943+0.002538803630204548j),(-0.6198506100349708-0.25455561553317213j),(-0.6410488205901252-0.23897889902651132j),(-0.5452628457987237-0.25818359430754634j),(-0.5556999388695945-0.31981227564226383j)
53,(-0.7715167498104596-0.7715167498104596j),(-0.44618513223272926-0.9067631532750128j),(-0.5302993401147416-0.956805609380118j),(-0.3183125936041404-0.9710697885713077j),(-0.3653205708623166-0.9627128678401342j),(-0.013866568428989801-1.0323407085420548j),(0.03198430393121797-1.1069253539839448j),(0.33892520155870787-1.0840843129203994j),(0.34937638822852024-1.0324585807166924j),(0.5623919094095697-0.94946916039455j),(0.5189905828481404-0.9451297292254254j)
54,(-0.4629100498862757-0.4629100498862757j),(-0.30595271436669846-0.5589463328256165j),(-0.33895244313164336-0.5292381054182725j),(-0.2564716221751376-0.5779244224624451j),(-0.18000217517100525-0.5815254831216502j),(0.08245772628103767-0.7075296178797348j),(0.004881974522949724-0.6676224950466813j),(0.23273544620985878-0.5835494992603627j),(0.263438248982857-0.6160137464760996j),(0.31594588573391763-0.5365941719159703j),(0.3319152793410248-0.5984826519449412j)
55,(1.0801234497346435+0.4629100498862757j),(0.8596545700212062+0.7664759273494391j),(0.8542164574252685+0.7183027906743825j),(0.855657514188181+0.8290418117462007j),(0.8155579010496374+0.843123808413666j),(0.3649848901944629+1.080985724508156j),(0.4034843427666733+1.0829441266161568j),(0.024417861248757347+1.2423002814780804j),(0.012523242003383415+1.1656514638871578j),(-0.1388132876154502+1.1060714120126909j),(-0.14318832298975348+1.2072253694984465j)
56,(0.4629100498862757+0.4629100498862757j),(0.1767074599611563+0.5853117472849154j),(0.3277839530669304+0.5696645242126667j),(0.24282386943251508+0.7433192355206624j),(0.22855746698227597+0.6433883626231166j),(0.10941019390880043+0.632241043965495j),(-0.017888729719920733+0.6661276475494594j),(-0.2883741918536793+0.635750893144985j),(-0.22935102202527993+0.6098301284541184j),(-0.3293574867725815+0.46232882332350267j),(-0.3039097148889092+0.638931524035623j)
57,(1.0801234497346435-0.4629100498862757j),(1.227712732228913-0.14992141073160845j),(1.1925502069435903-0.1490385888213194j),(1.2430112761729002+0.0663755348737011j),(1.1995001333673456+0.05657687348349556j),(1.0926230456381787+0.38419053298209177j),(1.0802640732447317+0.46002146860178544j),(0.9175650161903361+0.6635888870338595j),(0.8853892457607316+0.7826886410525123j),(0.6335367084318548+0.9288145241231912j),(0.7492650381887968+0.9737397329491067j)
58,(-1.0801234497346435+0.1543033499620919j),(-1.0845743884721943-0.13643616000796116j),(-1.0688343738051393-0.1580598574041806j),(-1.075075603365861-0.22398892228583905j),(-1.0167277684554967-0.3293953474791221j),(-0.9446936678307745-0.6643033639035479j),(-0.8777294395571166-0.6582722559375989j),(-0.5998410010994107-0.9669730688844951j),(-0.5372330324927019-0.918547097488351j),(-0.32178678925634563-1.1007897909715592j),(-0.4492849057779491-1.038180203148837j)
59,(-0.4629100498862757-1.0801234497346435j),(-0.14180639422895644-1.1683592788940635j),(-0.12291879559089576-1.1625545023457895j),(-0.047361927190560704-1.1865528020828244j),(0.04602389587005174-1.1980044482837773j),(0.42900446173456935-1.0766545441300688j),(0.41490136530839206-1.0947665495295522j),(0.7003479495205045-0.9007757396777664j),(0.8197573288409861-0.9250442397257627j),(0.9129064484298011-0.7003213963938426j),(0.9569516440071935-0.7903820866791638j)
60,(0.4629100498862757-0.7715167498104596j),(0.6130396701655346-0.6302147275229246j),(0.6381173622493518-0.5969585303233409j),(0.8173619977469442-0.3931503299958959j),(0.715515719350014-0.490331404985425j),(0.896213528818749-0.24818165575103476j),(0.8890141080521129-0.219517064125383j),(0.8072278266021148-0.030655303392473243j),(0.8896074558822894+0.14627424571726144j),(0.7940693207272137+0.26697584890445375j),(0.8474719005451953+0.23271179249492324j)
